Animal,File,Box,phase,subphase,component,freezing,motion
31,240116_SEFL10K6c_trec2_g8,3,traumatest,2,avg,29.55,69.32
32,240116_SEFL10K6c_trec2_g8,4,traumatest,2,avg,12.21,134.19
1,240117_SEFL10K6c_trec3_g1,1,traumatest,3,avg,32.7,62.92
3,240117_SEFL10K6c_trec3_g1,3,traumatest,3,avg,33.54,60.14
4,240117_SEFL10K6c_trec3_g1,4,traumatest,3,avg,7.28,133.29
5,240117_SEFL10K6c_trec3_g2,1,traumatest,3,avg,21.94,77.2
6,240117_SEFL10K6c_trec3_g2,2,traumatest,3,avg,35.31,52.66
7,240117_SEFL10K6c_trec3_g2,3,traumatest,3,avg,59.47,18.76
8,240117_SEFL10K6c_trec3_g2,4,traumatest,3,avg,33.13,74.42
9,240117_SEFL10K6c_trec3_g3,1,traumatest,3,avg,35.39,79.69
10,240117_SEFL10K6c_trec3_g3,2,traumatest,3,avg,30.33,56.07
11,240117_SEFL10K6c_trec3_g3,3,traumatest,3,avg,33.78,60.88
12,240117_SEFL10K6c_trec3_g3,4,traumatest,3,avg,11.9,98.75
13,240117_SEFL10K6c_trec3_g4,1,traumatest,3,avg,12.57,146.38
14,240117_SEFL10K6c_trec3_g4,2,traumatest,3,avg,46.9,34.39
15,240117_SEFL10K6c_trec3_g4,3,traumatest,3,avg,42.44,38.18
16,240117_SEFL10K6c_trec3_g4,4,traumatest,3,avg,41.58,41.08
17,240117_SEFL10K6c_trec3_g5,1,traumatest,3,avg,24.14,75.29
18,240117_SEFL10K6c_trec3_g5,2,traumatest,3,avg,61.76,28.96
19,240117_SEFL10K6c_trec3_g5,3,traumatest,3,avg,55.33,35.88
20,240117_SEFL10K6c_trec3_g5,4,traumatest,3,avg,32.64,56.08
21,240117_SEFL10K6c_trec3_g6,1,traumatest,3,avg,81.11,6.49
22,240117_SEFL10K6c_trec3_g6,2,traumatest,3,avg,27.4,65.58
23,240117_SEFL10K6c_trec3_g6,3,traumatest,3,avg,7.51,135.26
24,240117_SEFL10K6c_trec3_g6,4,traumatest,3,avg,27.71,80.71
25,240117_SEFL10K6c_trec3_g7,1,traumatest,3,avg,4.76,144.68
26,240117_SEFL10K6c_trec3_g7,2,traumatest,3,avg,52.16,41.7
27,240117_SEFL10K6c_trec3_g7,3,traumatest,3,avg,22.23,70.91
28,240117_SEFL10K6c_trec3_g7,4,traumatest,3,avg,9.94,140.04
29,240117_SEFL10K6c_trec3_g8,1,traumatest,3,avg,7.12,126.6
30,240117_SEFL10K6c_trec3_g8,2,traumatest,3,avg,42.03,44.21
31,240117_SEFL10K6c_trec3_g8,3,traumatest,3,avg,26.26,72.92
32,240117_SEFL10K6c_trec3_g8,4,traumatest,3,avg,4.76,141.04
1,240115_SEFL10K6c_traumarec1_g1,1,traumatest,1,min01,68.89,5.08
3,240115_SEFL10K6c_traumarec1_g1,3,traumatest,1,min01,23,57.57
4,240115_SEFL10K6c_traumarec1_g1,4,traumatest,1,min01,45.39,11.89
5,240115_SEFL10K6c_traumarec1_g2,1,traumatest,1,min01,30.06,39.66
6,240115_SEFL10K6c_traumarec1_g2,2,traumatest,1,min01,71.78,11.37
7,240115_SEFL10K6c_traumarec1_g2,3,traumatest,1,min01,55.67,18.18
8,240115_SEFL10K6c_traumarec1_g2,4,traumatest,1,min01,18.06,46.35
13,240115_SEFL10K6c_traumarec1_g4,1,traumatest,1,min01,49.94,18.95
14,240115_SEFL10K6c_traumarec1_g4,2,traumatest,1,min01,33.28,42.27
15,240115_SEFL10K6c_traumarec1_g4,3,traumatest,1,min01,14.72,72.88
16,240115_SEFL10K6c_traumarec1_g4,4,traumatest,1,min01,77.17,6.52
17,240115_SEFL10K6c_traumarec1_g5,1,traumatest,1,min01,7.78,32
18,240115_SEFL10K6c_traumarec1_g5,2,traumatest,1,min01,83.83,3.41
19,240115_SEFL10K6c_traumarec1_g5,3,traumatest,1,min01,56.39,8.88
20,240115_SEFL10K6c_traumarec1_g5,4,traumatest,1,min01,38.33,46.11
21,240115_SEFL10K6c_traumarec1_g6,1,traumatest,1,min01,72.28,9.01
22,240115_SEFL10K6c_traumarec1_g6,2,traumatest,1,min01,65.28,13.42
23,240115_SEFL10K6c_traumarec1_g6,3,traumatest,1,min01,35.56,52.34
24,240115_SEFL10K6c_traumarec1_g6,4,traumatest,1,min01,21,40.58
25,240115_SEFL10K6c_traumarec1_g7,1,traumatest,1,min01,65.17,13.86
26,240115_SEFL10K6c_traumarec1_g7,2,traumatest,1,min01,72.33,10.59
27,240115_SEFL10K6c_traumarec1_g7,3,traumatest,1,min01,56.22,10.89
28,240115_SEFL10K6c_traumarec1_g7,4,traumatest,1,min01,56.67,22.59
29,240115_SEFL10K6c_traumarec1_g8,1,traumatest,1,min01,54.44,16.56
30,240115_SEFL10K6c_traumarec1_g8,2,traumatest,1,min01,52.39,12.29
31,240115_SEFL10K6c_traumarec1_g8,3,traumatest,1,min01,10.06,22.16
32,240115_SEFL10K6c_traumarec1_g8,4,traumatest,1,min01,23.94,56.04
1,240116_SEFL10K6c_trec2_g1,1,traumatest,2,min01,22.44,71.35
3,240116_SEFL10K6c_trec2_g1,3,traumatest,2,min01,8,119.89
4,240116_SEFL10K6c_trec2_g1,4,traumatest,2,min01,2.22,200.63
5,240116_SEFL10K6c_trec2_g2,1,traumatest,2,min01,42.33,15.96
6,240116_SEFL10K6c_trec2_g2,2,traumatest,2,min01,39.67,45.2
7,240116_SEFL10K6c_trec2_g2,3,traumatest,2,min01,53.28,18.19
8,240116_SEFL10K6c_trec2_g2,4,traumatest,2,min01,21.28,98.93
9,240116_SEFL10K6c_trec2_g3,1,traumatest,2,min01,50.17,23.34
10,240116_SEFL10K6c_trec2_g3,2,traumatest,2,min01,0,154
11,240116_SEFL10K6c_trec2_g3,3,traumatest,2,min01,31.44,38.83
12,240116_SEFL10K6c_trec2_g3,4,traumatest,2,min01,5.17,72.38
13,240116_SEFL10K6c_trec2_g4,1,traumatest,2,min01,43.17,22.03
14,240116_SEFL10K6c_trec2_g4,2,traumatest,2,min01,31.17,52.17
15,240116_SEFL10K6c_trec2_g4,3,traumatest,2,min01,37.39,12.76
16,240116_SEFL10K6c_trec2_g4,4,traumatest,2,min01,33.17,26.06
17,240116_SEFL10K6c_trec2_g5,1,traumatest,2,min01,2,154.88
18,240116_SEFL10K6c_trec2_g5,2,traumatest,2,min01,12.44,78.07
19,240116_SEFL10K6c_trec2_g5,3,traumatest,2,min01,90.89,1.72
20,240116_SEFL10K6c_trec2_g5,4,traumatest,2,min01,31.94,75.98
21,240116_SEFL10K6c_trec2_g6,1,traumatest,2,min01,58.28,26.86
22,240116_SEFL10K6c_trec2_g6,2,traumatest,2,min01,60.22,8.55
23,240116_SEFL10K6c_trec2_g6,3,traumatest,2,min01,60.83,13.4
24,240116_SEFL10K6c_trec2_g6,4,traumatest,2,min01,21.28,70.3
25,240116_SEFL10K6c_trec2_g7,1,traumatest,2,min01,23.5,61.18
26,240116_SEFL10K6c_trec2_g7,2,traumatest,2,min01,80.78,7.89
27,240116_SEFL10K6c_trec2_g7,3,traumatest,2,min01,45.39,30.08
28,240116_SEFL10K6c_trec2_g7,4,traumatest,2,min01,45.44,92.89
29,240116_SEFL10K6c_trec2_g8,1,traumatest,2,min01,67.67,8.63
30,240116_SEFL10K6c_trec2_g8,2,traumatest,2,min01,39.5,6.8
31,240116_SEFL10K6c_trec2_g8,3,traumatest,2,min01,42.33,25.16
32,240116_SEFL10K6c_trec2_g8,4,traumatest,2,min01,20.17,68.54
1,240117_SEFL10K6c_trec3_g1,1,traumatest,3,min01,50.61,18.35
3,240117_SEFL10K6c_trec3_g1,3,traumatest,3,min01,49.5,21.05
4,240117_SEFL10K6c_trec3_g1,4,traumatest,3,min01,13.11,110.88
5,240117_SEFL10K6c_trec3_g2,1,traumatest,3,min01,5.28,15.99
6,240117_SEFL10K6c_trec3_g2,2,traumatest,3,min01,49.39,7.83
7,240117_SEFL10K6c_trec3_g2,3,traumatest,3,min01,82.33,2.85
8,240117_SEFL10K6c_trec3_g2,4,traumatest,3,min01,35.56,39.92
9,240117_SEFL10K6c_trec3_g3,1,traumatest,3,min01,47.33,42.31
10,240117_SEFL10K6c_trec3_g3,2,traumatest,3,min01,38.67,20.64
11,240117_SEFL10K6c_trec3_g3,3,traumatest,3,min01,58.78,7.63
12,240117_SEFL10K6c_trec3_g3,4,traumatest,3,min01,1.67,80.15
13,240117_SEFL10K6c_trec3_g4,1,traumatest,3,min01,11,107.93
14,240117_SEFL10K6c_trec3_g4,2,traumatest,3,min01,37.22,21.32
15,240117_SEFL10K6c_trec3_g4,3,traumatest,3,min01,69.5,6.42
16,240117_SEFL10K6c_trec3_g4,4,traumatest,3,min01,32.11,22.77
17,240117_SEFL10K6c_trec3_g5,1,traumatest,3,min01,28.83,36.52
18,240117_SEFL10K6c_trec3_g5,2,traumatest,3,min01,48.5,10.71
19,240117_SEFL10K6c_trec3_g5,3,traumatest,3,min01,78.39,4.34
20,240117_SEFL10K6c_trec3_g5,4,traumatest,3,min01,42.11,24.05
21,240117_SEFL10K6c_trec3_g6,1,traumatest,3,min01,81.22,5.32
22,240117_SEFL10K6c_trec3_g6,2,traumatest,3,min01,50.83,18.11
23,240117_SEFL10K6c_trec3_g6,3,traumatest,3,min01,0,169.22
24,240117_SEFL10K6c_trec3_g6,4,traumatest,3,min01,15.61,43.64
25,240117_SEFL10K6c_trec3_g7,1,traumatest,3,min01,0,235.02
26,240117_SEFL10K6c_trec3_g7,2,traumatest,3,min01,75.89,3.48
27,240117_SEFL10K6c_trec3_g7,3,traumatest,3,min01,18.11,20.64
28,240117_SEFL10K6c_trec3_g7,4,traumatest,3,min01,6.83,108.05
29,240117_SEFL10K6c_trec3_g8,1,traumatest,3,min01,6.11,168.48
30,240117_SEFL10K6c_trec3_g8,2,traumatest,3,min01,86.44,2.56
31,240117_SEFL10K6c_trec3_g8,3,traumatest,3,min01,21.28,72.07
32,240117_SEFL10K6c_trec3_g8,4,traumatest,3,min01,0,143.06
1,240115_SEFL10K6c_traumarec1_g1,1,traumatest,1,min02,87.28,1.8
3,240115_SEFL10K6c_traumarec1_g1,3,traumatest,1,min02,30.28,89.56
4,240115_SEFL10K6c_traumarec1_g1,4,traumatest,1,min02,66.39,12.29
5,240115_SEFL10K6c_traumarec1_g2,1,traumatest,1,min02,59.78,7.96
6,240115_SEFL10K6c_traumarec1_g2,2,traumatest,1,min02,92.56,1.43
7,240115_SEFL10K6c_traumarec1_g2,3,traumatest,1,min02,68.5,13.65
8,240115_SEFL10K6c_traumarec1_g2,4,traumatest,1,min02,46.06,27.07
13,240115_SEFL10K6c_traumarec1_g4,1,traumatest,1,min02,58.17,17.24
14,240115_SEFL10K6c_traumarec1_g4,2,traumatest,1,min02,56.22,9.51
15,240115_SEFL10K6c_traumarec1_g4,3,traumatest,1,min02,39.5,43.4
16,240115_SEFL10K6c_traumarec1_g4,4,traumatest,1,min02,93.72,1.2
17,240115_SEFL10K6c_traumarec1_g5,1,traumatest,1,min02,51.61,20.61
18,240115_SEFL10K6c_traumarec1_g5,2,traumatest,1,min02,89.33,1.67
19,240115_SEFL10K6c_traumarec1_g5,3,traumatest,1,min02,58.72,13.92
20,240115_SEFL10K6c_traumarec1_g5,4,traumatest,1,min02,57.11,35.12
21,240115_SEFL10K6c_traumarec1_g6,1,traumatest,1,min02,82.89,6.09
22,240115_SEFL10K6c_traumarec1_g6,2,traumatest,1,min02,70.44,6.15
23,240115_SEFL10K6c_traumarec1_g6,3,traumatest,1,min02,63.89,11.25
24,240115_SEFL10K6c_traumarec1_g6,4,traumatest,1,min02,43.89,39.72
25,240115_SEFL10K6c_traumarec1_g7,1,traumatest,1,min02,29.44,69.44
26,240115_SEFL10K6c_traumarec1_g7,2,traumatest,1,min02,84.44,3.33
27,240115_SEFL10K6c_traumarec1_g7,3,traumatest,1,min02,82.56,2.31
28,240115_SEFL10K6c_traumarec1_g7,4,traumatest,1,min02,91.94,2.23
29,240115_SEFL10K6c_traumarec1_g8,1,traumatest,1,min02,64.83,9.41
30,240115_SEFL10K6c_traumarec1_g8,2,traumatest,1,min02,98.44,0.97
31,240115_SEFL10K6c_traumarec1_g8,3,traumatest,1,min02,41.5,15.44
32,240115_SEFL10K6c_traumarec1_g8,4,traumatest,1,min02,38.78,33.44
1,240116_SEFL10K6c_trec2_g1,1,traumatest,2,min02,28.78,68.11
3,240116_SEFL10K6c_trec2_g1,3,traumatest,2,min02,3.56,141.5
4,240116_SEFL10K6c_trec2_g1,4,traumatest,2,min02,8.89,115.49
5,240116_SEFL10K6c_trec2_g2,1,traumatest,2,min02,20.28,83.65
6,240116_SEFL10K6c_trec2_g2,2,traumatest,2,min02,15.89,54.03
7,240116_SEFL10K6c_trec2_g2,3,traumatest,2,min02,69.5,18.39
8,240116_SEFL10K6c_trec2_g2,4,traumatest,2,min02,16.83,92.79
9,240116_SEFL10K6c_trec2_g3,1,traumatest,2,min02,51.39,35.44
10,240116_SEFL10K6c_trec2_g3,2,traumatest,2,min02,1.78,212.84
11,240116_SEFL10K6c_trec2_g3,3,traumatest,2,min02,29.39,34.24
12,240116_SEFL10K6c_trec2_g3,4,traumatest,2,min02,25.94,43.5
13,240116_SEFL10K6c_trec2_g4,1,traumatest,2,min02,58.17,11.83
14,240116_SEFL10K6c_trec2_g4,2,traumatest,2,min02,20,85.25
15,240116_SEFL10K6c_trec2_g4,3,traumatest,2,min02,45.83,13.03
16,240116_SEFL10K6c_trec2_g4,4,traumatest,2,min02,9.61,92.06
17,240116_SEFL10K6c_trec2_g5,1,traumatest,2,min02,4.61,199.19
18,240116_SEFL10K6c_trec2_g5,2,traumatest,2,min02,12.44,86.64
19,240116_SEFL10K6c_trec2_g5,3,traumatest,2,min02,85.22,4.33
20,240116_SEFL10K6c_trec2_g5,4,traumatest,2,min02,50.17,60.52
21,240116_SEFL10K6c_trec2_g6,1,traumatest,2,min02,23.94,77.41
22,240116_SEFL10K6c_trec2_g6,2,traumatest,2,min02,53.56,26.1
23,240116_SEFL10K6c_trec2_g6,3,traumatest,2,min02,76.78,4.84
24,240116_SEFL10K6c_trec2_g6,4,traumatest,2,min02,40.33,41.25
25,240116_SEFL10K6c_trec2_g7,1,traumatest,2,min02,61.17,13.56
26,240116_SEFL10K6c_trec2_g7,2,traumatest,2,min02,86.89,2.47
27,240116_SEFL10K6c_trec2_g7,3,traumatest,2,min02,30.94,72.96
28,240116_SEFL10K6c_trec2_g7,4,traumatest,2,min02,75.72,4.44
29,240116_SEFL10K6c_trec2_g8,1,traumatest,2,min02,1.78,147.03
30,240116_SEFL10K6c_trec2_g8,2,traumatest,2,min02,55.06,6.99
31,240116_SEFL10K6c_trec2_g8,3,traumatest,2,min02,40,55.46
32,240116_SEFL10K6c_trec2_g8,4,traumatest,2,min02,11.44,111.72
1,240117_SEFL10K6c_trec3_g1,1,traumatest,3,min02,76.5,5.59
3,240117_SEFL10K6c_trec3_g1,3,traumatest,3,min02,53.22,36.43
4,240117_SEFL10K6c_trec3_g1,4,traumatest,3,min02,5.56,116.54
5,240117_SEFL10K6c_trec3_g2,1,traumatest,3,min02,72.5,4.8
6,240117_SEFL10K6c_trec3_g2,2,traumatest,3,min02,71.22,6.12
7,240117_SEFL10K6c_trec3_g2,3,traumatest,3,min02,85.56,3.29
8,240117_SEFL10K6c_trec3_g2,4,traumatest,3,min02,67.61,6.08
9,240117_SEFL10K6c_trec3_g3,1,traumatest,3,min02,38.83,107.14
10,240117_SEFL10K6c_trec3_g3,2,traumatest,3,min02,38.06,29.32
11,240117_SEFL10K6c_trec3_g3,3,traumatest,3,min02,69.44,4.64
12,240117_SEFL10K6c_trec3_g3,4,traumatest,3,min02,3.94,101.19
13,240117_SEFL10K6c_trec3_g4,1,traumatest,3,min02,9.06,196.49
14,240117_SEFL10K6c_trec3_g4,2,traumatest,3,min02,69.44,10.55
15,240117_SEFL10K6c_trec3_g4,3,traumatest,3,min02,61.56,7.91
16,240117_SEFL10K6c_trec3_g4,4,traumatest,3,min02,44.89,29.78
17,240117_SEFL10K6c_trec3_g5,1,traumatest,3,min02,57.28,38.25
18,240117_SEFL10K6c_trec3_g5,2,traumatest,3,min02,69.78,8.12
19,240117_SEFL10K6c_trec3_g5,3,traumatest,3,min02,78.11,5.92
20,240117_SEFL10K6c_trec3_g5,4,traumatest,3,min02,88.83,2.42
21,240117_SEFL10K6c_trec3_g6,1,traumatest,3,min02,79.78,6.2
22,240117_SEFL10K6c_trec3_g6,2,traumatest,3,min02,55.78,16.06
23,240117_SEFL10K6c_trec3_g6,3,traumatest,3,min02,2.11,161.47
24,240117_SEFL10K6c_trec3_g6,4,traumatest,3,min02,42.28,57.62
25,240117_SEFL10K6c_trec3_g7,1,traumatest,3,min02,0,175.49
26,240117_SEFL10K6c_trec3_g7,2,traumatest,3,min02,95.72,1
27,240117_SEFL10K6c_trec3_g7,3,traumatest,3,min02,8.11,77
28,240117_SEFL10K6c_trec3_g7,4,traumatest,3,min02,9.56,153.97
29,240117_SEFL10K6c_trec3_g8,1,traumatest,3,min02,5.11,162.44
30,240117_SEFL10K6c_trec3_g8,2,traumatest,3,min02,84.94,2.97
31,240117_SEFL10K6c_trec3_g8,3,traumatest,3,min02,40.44,45.87
32,240117_SEFL10K6c_trec3_g8,4,traumatest,3,min02,5.89,144.17
1,240115_SEFL10K6c_traumarec1_g1,1,traumatest,1,min03,94,1.4
3,240115_SEFL10K6c_traumarec1_g1,3,traumatest,1,min03,28.56,75.66
4,240115_SEFL10K6c_traumarec1_g1,4,traumatest,1,min03,74.44,4.8
5,240115_SEFL10K6c_traumarec1_g2,1,traumatest,1,min03,30.89,29.23
6,240115_SEFL10K6c_traumarec1_g2,2,traumatest,1,min03,86.89,2.09
7,240115_SEFL10K6c_traumarec1_g2,3,traumatest,1,min03,64.67,15.06
8,240115_SEFL10K6c_traumarec1_g2,4,traumatest,1,min03,46.5,34.03
13,240115_SEFL10K6c_traumarec1_g4,1,traumatest,1,min03,66.56,15.96
14,240115_SEFL10K6c_traumarec1_g4,2,traumatest,1,min03,51.61,23.59
15,240115_SEFL10K6c_traumarec1_g4,3,traumatest,1,min03,19.33,124.47
16,240115_SEFL10K6c_traumarec1_g4,4,traumatest,1,min03,77.61,6.87
17,240115_SEFL10K6c_traumarec1_g5,1,traumatest,1,min03,12.67,58.19
18,240115_SEFL10K6c_traumarec1_g5,2,traumatest,1,min03,93.72,0.98
19,240115_SEFL10K6c_traumarec1_g5,3,traumatest,1,min03,92.28,1.86
20,240115_SEFL10K6c_traumarec1_g5,4,traumatest,1,min03,69.56,8.92
21,240115_SEFL10K6c_traumarec1_g6,1,traumatest,1,min03,78.44,11.12
22,240115_SEFL10K6c_traumarec1_g6,2,traumatest,1,min03,81.94,6.17
23,240115_SEFL10K6c_traumarec1_g6,3,traumatest,1,min03,76.06,6.59
24,240115_SEFL10K6c_traumarec1_g6,4,traumatest,1,min03,25.89,58.59
25,240115_SEFL10K6c_traumarec1_g7,1,traumatest,1,min03,57.67,24.53
26,240115_SEFL10K6c_traumarec1_g7,2,traumatest,1,min03,91.94,2.28
27,240115_SEFL10K6c_traumarec1_g7,3,traumatest,1,min03,74.89,4.94
28,240115_SEFL10K6c_traumarec1_g7,4,traumatest,1,min03,91.11,1.82
29,240115_SEFL10K6c_traumarec1_g8,1,traumatest,1,min03,19.44,138.23
30,240115_SEFL10K6c_traumarec1_g8,2,traumatest,1,min03,82.44,7.45
31,240115_SEFL10K6c_traumarec1_g8,3,traumatest,1,min03,38.17,27.88
32,240115_SEFL10K6c_traumarec1_g8,4,traumatest,1,min03,22.28,96.66
1,240116_SEFL10K6c_trec2_g1,1,traumatest,2,min03,6.56,122.34
3,240116_SEFL10K6c_trec2_g1,3,traumatest,2,min03,0,155.78
4,240116_SEFL10K6c_trec2_g1,4,traumatest,2,min03,3.5,168.3
5,240116_SEFL10K6c_trec2_g2,1,traumatest,2,min03,13.44,126.17
6,240116_SEFL10K6c_trec2_g2,2,traumatest,2,min03,22.11,77.45
7,240116_SEFL10K6c_trec2_g2,3,traumatest,2,min03,65.67,13.23
8,240116_SEFL10K6c_trec2_g2,4,traumatest,2,min03,86.5,4.05
9,240116_SEFL10K6c_trec2_g3,1,traumatest,2,min03,61.61,20.56
10,240116_SEFL10K6c_trec2_g3,2,traumatest,2,min03,0,200.23
11,240116_SEFL10K6c_trec2_g3,3,traumatest,2,min03,13.61,93.93
12,240116_SEFL10K6c_trec2_g3,4,traumatest,2,min03,8.06,98.32
13,240116_SEFL10K6c_trec2_g4,1,traumatest,2,min03,34.5,55.89
14,240116_SEFL10K6c_trec2_g4,2,traumatest,2,min03,28.5,78.24
15,240116_SEFL10K6c_trec2_g4,3,traumatest,2,min03,58.17,24.99
16,240116_SEFL10K6c_trec2_g4,4,traumatest,2,min03,28.44,78.4
17,240116_SEFL10K6c_trec2_g5,1,traumatest,2,min03,3.94,193.85
18,240116_SEFL10K6c_trec2_g5,2,traumatest,2,min03,27.56,83.47
19,240116_SEFL10K6c_trec2_g5,3,traumatest,2,min03,77.61,5.64
20,240116_SEFL10K6c_trec2_g5,4,traumatest,2,min03,32.83,56.19
21,240116_SEFL10K6c_trec2_g6,1,traumatest,2,min03,23.67,78.71
22,240116_SEFL10K6c_trec2_g6,2,traumatest,2,min03,24.61,55.57
23,240116_SEFL10K6c_trec2_g6,3,traumatest,2,min03,51.61,19.89
24,240116_SEFL10K6c_trec2_g6,4,traumatest,2,min03,25.94,57.44
25,240116_SEFL10K6c_trec2_g7,1,traumatest,2,min03,43.83,49.18
26,240116_SEFL10K6c_trec2_g7,2,traumatest,2,min03,92.78,1.87
27,240116_SEFL10K6c_trec2_g7,3,traumatest,2,min03,17.28,137.32
28,240116_SEFL10K6c_trec2_g7,4,traumatest,2,min03,99.78,0.3
29,240116_SEFL10K6c_trec2_g8,1,traumatest,2,min03,22.17,91.68
30,240116_SEFL10K6c_trec2_g8,2,traumatest,2,min03,14.39,50.19
31,240116_SEFL10K6c_trec2_g8,3,traumatest,2,min03,8.33,89.35
32,240116_SEFL10K6c_trec2_g8,4,traumatest,2,min03,6.39,146.5
1,240117_SEFL10K6c_trec3_g1,1,traumatest,3,min03,13.78,61.06
3,240117_SEFL10K6c_trec3_g1,3,traumatest,3,min03,60.33,12.41
4,240117_SEFL10K6c_trec3_g1,4,traumatest,3,min03,11.28,109.32
5,240117_SEFL10K6c_trec3_g2,1,traumatest,3,min03,24.06,31.19
6,240117_SEFL10K6c_trec3_g2,2,traumatest,3,min03,53.17,17.24
7,240117_SEFL10K6c_trec3_g2,3,traumatest,3,min03,77.39,4.9
