Animal,file,Box,phase,subphase,component,freezing,motion
2,230911_SEFL1c_trauma_g1,2,trauma,postshock,postshock07,71.5,21.85
2,230911_SEFL1c_trauma_g1,2,trauma,postshock,postshock08,81.33,5.15
2,230911_SEFL1c_trauma_g1,2,trauma,postshock,postshock09,78.83,12.54
2,230911_SEFL1c_trauma_g1,2,trauma,postshock,postshock10,96.17,0.7
3,230911_SEFL1c_trauma_g1,3,trauma,baseline,baseline,1.34,161.79
3,230911_SEFL1c_trauma_g1,3,trauma,shock,shock01,0,1346.27
3,230911_SEFL1c_trauma_g1,3,trauma,shock,shock02,0,1213.4
3,230911_SEFL1c_trauma_g1,3,trauma,shock,shock03,0,1046.93
3,230911_SEFL1c_trauma_g1,3,trauma,shock,shock04,0,1246.23
3,230911_SEFL1c_trauma_g1,3,trauma,shock,shock05,0,1569.27
3,230911_SEFL1c_trauma_g1,3,trauma,shock,shock06,0,1257.17
3,230911_SEFL1c_trauma_g1,3,trauma,shock,shock07,0,1254.33
3,230911_SEFL1c_trauma_g1,3,trauma,shock,shock08,0,1143.17
3,230911_SEFL1c_trauma_g1,3,trauma,shock,shock09,0,1813.03
3,230911_SEFL1c_trauma_g1,3,trauma,shock,shock10,0,510.67
3,230911_SEFL1c_trauma_g1,3,trauma,postshock,postshock01,34.83,40.74
3,230911_SEFL1c_trauma_g1,3,trauma,postshock,postshock02,55.33,25.2
3,230911_SEFL1c_trauma_g1,3,trauma,postshock,postshock03,30.33,94.28
3,230911_SEFL1c_trauma_g1,3,trauma,postshock,postshock04,74,10.11
3,230911_SEFL1c_trauma_g1,3,trauma,postshock,postshock05,93,5.23
3,230911_SEFL1c_trauma_g1,3,trauma,postshock,postshock06,87,14.35
3,230911_SEFL1c_trauma_g1,3,trauma,postshock,postshock07,47,26.49
3,230911_SEFL1c_trauma_g1,3,trauma,postshock,postshock08,74.5,6.02
3,230911_SEFL1c_trauma_g1,3,trauma,postshock,postshock09,84.33,11.63
3,230911_SEFL1c_trauma_g1,3,trauma,postshock,postshock10,93.67,1.97
4,230911_SEFL1c_trauma_g1,4,trauma,baseline,baseline,2.94,119.58
4,230911_SEFL1c_trauma_g1,4,trauma,shock,shock01,100,1.73
4,230911_SEFL1c_trauma_g1,4,trauma,shock,shock02,0,273.67
4,230911_SEFL1c_trauma_g1,4,trauma,shock,shock03,0,184.03
4,230911_SEFL1c_trauma_g1,4,trauma,shock,shock04,0,200.13
4,230911_SEFL1c_trauma_g1,4,trauma,shock,shock05,0,67.97
4,230911_SEFL1c_trauma_g1,4,trauma,shock,shock06,0,76.03
4,230911_SEFL1c_trauma_g1,4,trauma,shock,shock07,0,2.67
4,230911_SEFL1c_trauma_g1,4,trauma,shock,shock08,0,211.23
4,230911_SEFL1c_trauma_g1,4,trauma,shock,shock09,0,3.03
4,230911_SEFL1c_trauma_g1,4,trauma,shock,shock10,0,156.97
4,230911_SEFL1c_trauma_g1,4,trauma,postshock,postshock01,0,85.29
4,230911_SEFL1c_trauma_g1,4,trauma,postshock,postshock02,0,165.74
4,230911_SEFL1c_trauma_g1,4,trauma,postshock,postshock03,0,174.93
4,230911_SEFL1c_trauma_g1,4,trauma,postshock,postshock04,6,66.73
4,230911_SEFL1c_trauma_g1,4,trauma,postshock,postshock05,0,125.76
4,230911_SEFL1c_trauma_g1,4,trauma,postshock,postshock06,8.5,158.57
4,230911_SEFL1c_trauma_g1,4,trauma,postshock,postshock07,0,174.1
4,230911_SEFL1c_trauma_g1,4,trauma,postshock,postshock08,0,177.08
4,230911_SEFL1c_trauma_g1,4,trauma,postshock,postshock09,0,92.52
4,230911_SEFL1c_trauma_g1,4,trauma,postshock,postshock10,6.33,83.76
5,230911_SEFL1c_trauma_g2,1,trauma,baseline,baseline,0,234.07
5,230911_SEFL1c_trauma_g2,1,trauma,shock,shock01,0,984.23
5,230911_SEFL1c_trauma_g2,1,trauma,shock,shock02,0,845.17
5,230911_SEFL1c_trauma_g2,1,trauma,shock,shock03,0,654.47
5,230911_SEFL1c_trauma_g2,1,trauma,shock,shock04,0,578.73
5,230911_SEFL1c_trauma_g2,1,trauma,shock,shock05,0,1060.7
5,230911_SEFL1c_trauma_g2,1,trauma,shock,shock06,0,1203.33
5,230911_SEFL1c_trauma_g2,1,trauma,shock,shock07,0,1117.8
5,230911_SEFL1c_trauma_g2,1,trauma,shock,shock08,0,1081.07
5,230911_SEFL1c_trauma_g2,1,trauma,shock,shock09,0,576.23
5,230911_SEFL1c_trauma_g2,1,trauma,shock,shock10,0,825.53
5,230911_SEFL1c_trauma_g2,1,trauma,postshock,postshock01,0,88.06
5,230911_SEFL1c_trauma_g2,1,trauma,postshock,postshock02,45.33,27.61
5,230911_SEFL1c_trauma_g2,1,trauma,postshock,postshock03,24.17,66.2
5,230911_SEFL1c_trauma_g2,1,trauma,postshock,postshock04,54.67,13.33
5,230911_SEFL1c_trauma_g2,1,trauma,postshock,postshock05,84.5,4.8
5,230911_SEFL1c_trauma_g2,1,trauma,postshock,postshock06,90.67,2
5,230911_SEFL1c_trauma_g2,1,trauma,postshock,postshock07,86.83,7.51
5,230911_SEFL1c_trauma_g2,1,trauma,postshock,postshock08,58.33,22.94
5,230911_SEFL1c_trauma_g2,1,trauma,postshock,postshock09,91,0.87
5,230911_SEFL1c_trauma_g2,1,trauma,postshock,postshock10,93.33,1.78
6,230911_SEFL1c_trauma_g2,2,trauma,baseline,baseline,0.39,217
6,230911_SEFL1c_trauma_g2,2,trauma,shock,shock01,0,394.03
6,230911_SEFL1c_trauma_g2,2,trauma,shock,shock02,0,82.5
6,230911_SEFL1c_trauma_g2,2,trauma,shock,shock03,0,291.63
6,230911_SEFL1c_trauma_g2,2,trauma,shock,shock04,0,35.37
6,230911_SEFL1c_trauma_g2,2,trauma,shock,shock05,0,737.53
6,230911_SEFL1c_trauma_g2,2,trauma,shock,shock06,0,113.87
6,230911_SEFL1c_trauma_g2,2,trauma,shock,shock07,0,129.77
6,230911_SEFL1c_trauma_g2,2,trauma,shock,shock08,0,334.5
6,230911_SEFL1c_trauma_g2,2,trauma,shock,shock09,0,479.33
6,230911_SEFL1c_trauma_g2,2,trauma,shock,shock10,0,215.83
6,230911_SEFL1c_trauma_g2,2,trauma,postshock,postshock01,0,191.31
6,230911_SEFL1c_trauma_g2,2,trauma,postshock,postshock02,0,176.16
6,230911_SEFL1c_trauma_g2,2,trauma,postshock,postshock03,0,287.68
6,230911_SEFL1c_trauma_g2,2,trauma,postshock,postshock04,0,222
6,230911_SEFL1c_trauma_g2,2,trauma,postshock,postshock05,0,228.26
6,230911_SEFL1c_trauma_g2,2,trauma,postshock,postshock06,0,152.34
6,230911_SEFL1c_trauma_g2,2,trauma,postshock,postshock07,0,238.5
6,230911_SEFL1c_trauma_g2,2,trauma,postshock,postshock08,0,234.62
6,230911_SEFL1c_trauma_g2,2,trauma,postshock,postshock09,0,153.56
6,230911_SEFL1c_trauma_g2,2,trauma,postshock,postshock10,0,157.16
7,230911_SEFL1c_trauma_g2,3,trauma,baseline,baseline,0.33,176.96
7,230911_SEFL1c_trauma_g2,3,trauma,shock,shock01,0,198.2
7,230911_SEFL1c_trauma_g2,3,trauma,shock,shock02,0,19.3
7,230911_SEFL1c_trauma_g2,3,trauma,shock,shock03,0,48.33
7,230911_SEFL1c_trauma_g2,3,trauma,shock,shock04,0,60.73
7,230911_SEFL1c_trauma_g2,3,trauma,shock,shock05,0,249
7,230911_SEFL1c_trauma_g2,3,trauma,shock,shock06,0,31.83
7,230911_SEFL1c_trauma_g2,3,trauma,shock,shock07,0,84.1
7,230911_SEFL1c_trauma_g2,3,trauma,shock,shock08,0,19.83
7,230911_SEFL1c_trauma_g2,3,trauma,shock,shock09,0,149.37
7,230911_SEFL1c_trauma_g2,3,trauma,shock,shock10,0,417.77
7,230911_SEFL1c_trauma_g2,3,trauma,postshock,postshock01,0,169.91
7,230911_SEFL1c_trauma_g2,3,trauma,postshock,postshock02,0,67.87
7,230911_SEFL1c_trauma_g2,3,trauma,postshock,postshock03,0,161.88
7,230911_SEFL1c_trauma_g2,3,trauma,postshock,postshock04,0,81.72
7,230911_SEFL1c_trauma_g2,3,trauma,postshock,postshock05,0,133.24
7,230911_SEFL1c_trauma_g2,3,trauma,postshock,postshock06,5.67,61.99
7,230911_SEFL1c_trauma_g2,3,trauma,postshock,postshock07,0,134.88
7,230911_SEFL1c_trauma_g2,3,trauma,postshock,postshock08,0,211.73
7,230911_SEFL1c_trauma_g2,3,trauma,postshock,postshock09,0,222.52
7,230911_SEFL1c_trauma_g2,3,trauma,postshock,postshock10,12.17,83.78
8,230911_SEFL1c_trauma_g2,4,trauma,baseline,baseline,0,198.46
8,230911_SEFL1c_trauma_g2,4,trauma,shock,shock01,0,655.2
8,230911_SEFL1c_trauma_g2,4,trauma,shock,shock02,0,824.8
8,230911_SEFL1c_trauma_g2,4,trauma,shock,shock03,0,779.43
8,230911_SEFL1c_trauma_g2,4,trauma,shock,shock04,0,1020.67
8,230911_SEFL1c_trauma_g2,4,trauma,shock,shock05,0,1049.97
8,230911_SEFL1c_trauma_g2,4,trauma,shock,shock06,0,1582.47
8,230911_SEFL1c_trauma_g2,4,trauma,shock,shock07,0,739.13
8,230911_SEFL1c_trauma_g2,4,trauma,shock,shock08,0,219.63
8,230911_SEFL1c_trauma_g2,4,trauma,shock,shock09,0,268.5
8,230911_SEFL1c_trauma_g2,4,trauma,shock,shock10,0,935.57
8,230911_SEFL1c_trauma_g2,4,trauma,postshock,postshock01,0,98.66
8,230911_SEFL1c_trauma_g2,4,trauma,postshock,postshock02,44.17,48.88
8,230911_SEFL1c_trauma_g2,4,trauma,postshock,postshock03,55.67,31.03
8,230911_SEFL1c_trauma_g2,4,trauma,postshock,postshock04,74.5,6.42
8,230911_SEFL1c_trauma_g2,4,trauma,postshock,postshock05,66.67,16.56
8,230911_SEFL1c_trauma_g2,4,trauma,postshock,postshock06,83.5,5.03
8,230911_SEFL1c_trauma_g2,4,trauma,postshock,postshock07,67.67,8.28
8,230911_SEFL1c_trauma_g2,4,trauma,postshock,postshock08,78.67,8
8,230911_SEFL1c_trauma_g2,4,trauma,postshock,postshock09,61.83,38.6
8,230911_SEFL1c_trauma_g2,4,trauma,postshock,postshock10,29.33,45.66
9,230911_SEFL1c_trauma_g3,1,trauma,baseline,baseline,0.38,220.14
9,230911_SEFL1c_trauma_g3,1,trauma,shock,shock01,0,1246.13
9,230911_SEFL1c_trauma_g3,1,trauma,shock,shock02,0,846.43
9,230911_SEFL1c_trauma_g3,1,trauma,shock,shock03,0,926.87
9,230911_SEFL1c_trauma_g3,1,trauma,shock,shock04,0,716.23
9,230911_SEFL1c_trauma_g3,1,trauma,shock,shock05,0,1023.93
9,230911_SEFL1c_trauma_g3,1,trauma,shock,shock06,0,625.07
9,230911_SEFL1c_trauma_g3,1,trauma,shock,shock07,0,951.1
9,230911_SEFL1c_trauma_g3,1,trauma,shock,shock08,0,683.07
9,230911_SEFL1c_trauma_g3,1,trauma,shock,shock09,0,717.6
9,230911_SEFL1c_trauma_g3,1,trauma,shock,shock10,0,684
9,230911_SEFL1c_trauma_g3,1,trauma,postshock,postshock01,0,77.25
9,230911_SEFL1c_trauma_g3,1,trauma,postshock,postshock02,0,56.73
9,230911_SEFL1c_trauma_g3,1,trauma,postshock,postshock03,41.5,15.38
9,230911_SEFL1c_trauma_g3,1,trauma,postshock,postshock04,6.33,79.69
9,230911_SEFL1c_trauma_g3,1,trauma,postshock,postshock05,22.17,52.48
9,230911_SEFL1c_trauma_g3,1,trauma,postshock,postshock06,6.5,75.83
9,230911_SEFL1c_trauma_g3,1,trauma,postshock,postshock07,16.33,32.74
9,230911_SEFL1c_trauma_g3,1,trauma,postshock,postshock08,0,98.22
9,230911_SEFL1c_trauma_g3,1,trauma,postshock,postshock09,43.83,76.8
9,230911_SEFL1c_trauma_g3,1,trauma,postshock,postshock10,12,105.32
10,230911_SEFL1c_trauma_g3,2,trauma,baseline,baseline,0,252.89
10,230911_SEFL1c_trauma_g3,2,trauma,shock,shock01,0,725.37
10,230911_SEFL1c_trauma_g3,2,trauma,shock,shock02,0,896.8
10,230911_SEFL1c_trauma_g3,2,trauma,shock,shock03,0,1003.03
10,230911_SEFL1c_trauma_g3,2,trauma,shock,shock04,0,495
10,230911_SEFL1c_trauma_g3,2,trauma,shock,shock05,0,1038.77
10,230911_SEFL1c_trauma_g3,2,trauma,shock,shock06,0,1237.17
10,230911_SEFL1c_trauma_g3,2,trauma,shock,shock07,0,1190.9
10,230911_SEFL1c_trauma_g3,2,trauma,shock,shock08,0,463.73
10,230911_SEFL1c_trauma_g3,2,trauma,shock,shock09,0,886.1
10,230911_SEFL1c_trauma_g3,2,trauma,shock,shock10,0,665.63
10,230911_SEFL1c_trauma_g3,2,trauma,postshock,postshock01,0,209.78
10,230911_SEFL1c_trauma_g3,2,trauma,postshock,postshock02,0,138.19
10,230911_SEFL1c_trauma_g3,2,trauma,postshock,postshock03,16.67,72.96
10,230911_SEFL1c_trauma_g3,2,trauma,postshock,postshock04,12.33,89.83
10,230911_SEFL1c_trauma_g3,2,trauma,postshock,postshock05,52.5,28.08
10,230911_SEFL1c_trauma_g3,2,trauma,postshock,postshock06,57.33,21.3
10,230911_SEFL1c_trauma_g3,2,trauma,postshock,postshock07,54.33,27.13
10,230911_SEFL1c_trauma_g3,2,trauma,postshock,postshock08,50.17,39.91
10,230911_SEFL1c_trauma_g3,2,trauma,postshock,postshock09,33.5,101.6
10,230911_SEFL1c_trauma_g3,2,trauma,postshock,postshock10,46.33,20.47
11,230911_SEFL1c_trauma_g3,3,trauma,baseline,baseline,0.37,202.14
11,230911_SEFL1c_trauma_g3,3,trauma,shock,shock01,0,131.2
11,230911_SEFL1c_trauma_g3,3,trauma,shock,shock02,0,340.93
11,230911_SEFL1c_trauma_g3,3,trauma,shock,shock03,0,284.83
11,230911_SEFL1c_trauma_g3,3,trauma,shock,shock04,0,109.87
11,230911_SEFL1c_trauma_g3,3,trauma,shock,shock05,0,111.17
11,230911_SEFL1c_trauma_g3,3,trauma,shock,shock06,0,204.67
11,230911_SEFL1c_trauma_g3,3,trauma,shock,shock07,0,40
11,230911_SEFL1c_trauma_g3,3,trauma,shock,shock08,0,153.13
11,230911_SEFL1c_trauma_g3,3,trauma,shock,shock09,0,136.7
11,230911_SEFL1c_trauma_g3,3,trauma,shock,shock10,0,26.1
11,230911_SEFL1c_trauma_g3,3,trauma,postshock,postshock01,0,128.58
11,230911_SEFL1c_trauma_g3,3,trauma,postshock,postshock02,0,217.87
11,230911_SEFL1c_trauma_g3,3,trauma,postshock,postshock03,0,182.36
11,230911_SEFL1c_trauma_g3,3,trauma,postshock,postshock04,0,126.22
11,230911_SEFL1c_trauma_g3,3,trauma,postshock,postshock05,0,179.33
11,230911_SEFL1c_trauma_g3,3,trauma,postshock,postshock06,0,160.17
11,230911_SEFL1c_trauma_g3,3,trauma,postshock,postshock07,11,96.7
11,230911_SEFL1c_trauma_g3,3,trauma,postshock,postshock08,5.5,110.89
11,230911_SEFL1c_trauma_g3,3,trauma,postshock,postshock09,0,111.38
11,230911_SEFL1c_trauma_g3,3,trauma,postshock,postshock10,0,152.03
12,230911_SEFL1c_trauma_g3,4,trauma,baseline,baseline,1.66,239.62
12,230911_SEFL1c_trauma_g3,4,trauma,shock,shock01,0,709.37
12,230911_SEFL1c_trauma_g3,4,trauma,shock,shock02,0,780.43
12,230911_SEFL1c_trauma_g3,4,trauma,shock,shock03,0,907.2
12,230911_SEFL1c_trauma_g3,4,trauma,shock,shock04,0,1388.87
12,230911_SEFL1c_trauma_g3,4,trauma,shock,shock05,0,486
12,230911_SEFL1c_trauma_g3,4,trauma,shock,shock06,0,510.23
12,230911_SEFL1c_trauma_g3,4,trauma,shock,shock07,0,643.2
12,230911_SEFL1c_trauma_g3,4,trauma,shock,shock08,0,595.23
12,230911_SEFL1c_trauma_g3,4,trauma,shock,shock09,0,881.67
12,230911_SEFL1c_trauma_g3,4,trauma,shock,shock10,0,1598.2
12,230911_SEFL1c_trauma_g3,4,trauma,postshock,postshock01,0,141.82
12,230911_SEFL1c_trauma_g3,4,trauma,postshock,postshock02,0,55.91
12,230911_SEFL1c_trauma_g3,4,trauma,postshock,postshock03,13.17,49.73
12,230911_SEFL1c_trauma_g3,4,trauma,postshock,postshock04,18.33,66.54
12,230911_SEFL1c_trauma_g3,4,trauma,postshock,postshock05,15,91.25
12,230911_SEFL1c_trauma_g3,4,trauma,postshock,postshock06,48.5,22.3
12,230911_SEFL1c_trauma_g3,4,trauma,postshock,postshock07,62.5,5.8
12,230911_SEFL1c_trauma_g3,4,trauma,postshock,postshock08,53.17,51.71
12,230911_SEFL1c_trauma_g3,4,trauma,postshock,postshock09,75.17,13.67
12,230911_SEFL1c_trauma_g3,4,trauma,postshock,postshock10,98,1.18
13,230911_SEFL1c_trauma_g4,1,trauma,baseline,baseline,0.97,189.62
13,230911_SEFL1c_trauma_g4,1,trauma,shock,shock01,0,958.43
13,230911_SEFL1c_trauma_g4,1,trauma,shock,shock02,0,827.93
13,230911_SEFL1c_trauma_g4,1,trauma,shock,shock03,0,544.67
13,230911_SEFL1c_trauma_g4,1,trauma,shock,shock04,0,969.63
13,230911_SEFL1c_trauma_g4,1,trauma,shock,shock05,0,1267.33
13,230911_SEFL1c_trauma_g4,1,trauma,shock,shock06,0,1146.1
13,230911_SEFL1c_trauma_g4,1,trauma,shock,shock07,0,2268.07
13,230911_SEFL1c_trauma_g4,1,trauma,shock,shock08,0,538.33
13,230911_SEFL1c_trauma_g4,1,trauma,shock,shock09,0,641.5
13,230911_SEFL1c_trauma_g4,1,trauma,shock,shock10,0,859.3
13,230911_SEFL1c_trauma_g4,1,trauma,postshock,postshock01,0,113.41
13,230911_SEFL1c_trauma_g4,1,trauma,postshock,postshock02,0,105.27
13,230911_SEFL1c_trauma_g4,1,trauma,postshock,postshock03,0,59.77
13,230911_SEFL1c_trauma_g4,1,trauma,postshock,postshock04,26.33,34.49
13,230911_SEFL1c_trauma_g4,1,trauma,postshock,postshock05,37.5,10.62
13,230911_SEFL1c_trauma_g4,1,trauma,postshock,postshock06,72.5,7.65
13,230911_SEFL1c_trauma_g4,1,trauma,postshock,postshock07,89.17,3.77
13,230911_SEFL1c_trauma_g4,1,trauma,postshock,postshock08,90.5,1.56
13,230911_SEFL1c_trauma_g4,1,trauma,postshock,postshock09,21,41.22
13,230911_SEFL1c_trauma_g4,1,trauma,postshock,postshock10,17.17,111.36
14,230911_SEFL1c_trauma_g4,2,trauma,baseline,baseline,0,196.06
14,230911_SEFL1c_trauma_g4,2,trauma,shock,shock01,0,301.6
14,230911_SEFL1c_trauma_g4,2,trauma,shock,shock02,0,13.77
14,230911_SEFL1c_trauma_g4,2,trauma,shock,shock03,0,137.77
14,230911_SEFL1c_trauma_g4,2,trauma,shock,shock04,0,101.43
14,230911_SEFL1c_trauma_g4,2,trauma,shock,shock05,0,99.93
14,230911_SEFL1c_trauma_g4,2,trauma,shock,shock06,0,68.1
14,230911_SEFL1c_trauma_g4,2,trauma,shock,shock07,0,254.6
14,230911_SEFL1c_trauma_g4,2,trauma,shock,shock08,0,259.53
14,230911_SEFL1c_trauma_g4,2,trauma,shock,shock09,0,240.43
14,230911_SEFL1c_trauma_g4,2,trauma,shock,shock10,0,198.93
14,230911_SEFL1c_trauma_g4,2,trauma,postshock,postshock01,0,127.33
14,230911_SEFL1c_trauma_g4,2,trauma,postshock,postshock02,0,221.61
14,230911_SEFL1c_trauma_g4,2,trauma,postshock,postshock03,0,179.83
14,230911_SEFL1c_trauma_g4,2,trauma,postshock,postshock04,0,269.83
14,230911_SEFL1c_trauma_g4,2,trauma,postshock,postshock05,0,189.51
14,230911_SEFL1c_trauma_g4,2,trauma,postshock,postshock06,0,203.57
14,230911_SEFL1c_trauma_g4,2,trauma,postshock,postshock07,0,142.7
14,230911_SEFL1c_trauma_g4,2,trauma,postshock,postshock08,0,185.76
14,230911_SEFL1c_trauma_g4,2,trauma,postshock,postshock09,5,144.51
14,230911_SEFL1c_trauma_g4,2,trauma,postshock,postshock10,6.17,156.71
15,230911_SEFL1c_trauma_g4,3,trauma,baseline,baseline,0,206.32
15,230911_SEFL1c_trauma_g4,3,trauma,shock,shock01,0,554.17
15,230911_SEFL1c_trauma_g4,3,trauma,shock,shock02,0,899.1
15,230911_SEFL1c_trauma_g4,3,trauma,shock,shock03,0,613.63
15,230911_SEFL1c_trauma_g4,3,trauma,shock,shock04,0,995.37
15,230911_SEFL1c_trauma_g4,3,trauma,shock,shock05,0,486.37
15,230911_SEFL1c_trauma_g4,3,trauma,shock,shock06,0,667.1
15,230911_SEFL1c_trauma_g4,3,trauma,shock,shock07,0,278
15,230911_SEFL1c_trauma_g4,3,trauma,shock,shock08,0,661.57
15,230911_SEFL1c_trauma_g4,3,trauma,shock,shock09,0,645.57
15,230911_SEFL1c_trauma_g4,3,trauma,shock,shock10,0,395.17
15,230911_SEFL1c_trauma_g4,3,trauma,postshock,postshock01,0,199.33
15,230911_SEFL1c_trauma_g4,3,trauma,postshock,postshock02,0,163.01
15,230911_SEFL1c_trauma_g4,3,trauma,postshock,postshock03,5.83,46.88
15,230911_SEFL1c_trauma_g4,3,trauma,postshock,postshock04,61,54.77
15,230911_SEFL1c_trauma_g4,3,trauma,postshock,postshock05,17,118.24
15,230911_SEFL1c_trauma_g4,3,trauma,postshock,postshock06,73.5,7.66
15,230911_SEFL1c_trauma_g4,3,trauma,postshock,postshock07,0,166.56
15,230911_SEFL1c_trauma_g4,3,trauma,postshock,postshock08,27.17,39.07
15,230911_SEFL1c_trauma_g4,3,trauma,postshock,postshock09,65.17,16.27
15,230911_SEFL1c_trauma_g4,3,trauma,postshock,postshock10,39.17,67.69
16,230911_SEFL1c_trauma_g4,4,trauma,baseline,baseline,0.39,216.51
16,230911_SEFL1c_trauma_g4,4,trauma,shock,shock01,0,151.13
16,230911_SEFL1c_trauma_g4,4,trauma,shock,shock02,0,174.5
16,230911_SEFL1c_trauma_g4,4,trauma,shock,shock03,0,331.57
16,230911_SEFL1c_trauma_g4,4,trauma,shock,shock04,0,350.43
16,230911_SEFL1c_trauma_g4,4,trauma,shock,shock05,0,182.93
16,230911_SEFL1c_trauma_g4,4,trauma,shock,shock06,0,95.63
16,230911_SEFL1c_trauma_g4,4,trauma,shock,shock07,0,71.3
16,230911_SEFL1c_trauma_g4,4,trauma,shock,shock08,0,133.73
16,230911_SEFL1c_trauma_g4,4,trauma,shock,shock09,0,200.03
16,230911_SEFL1c_trauma_g4,4,trauma,shock,shock10,0,116.47
16,230911_SEFL1c_trauma_g4,4,trauma,postshock,postshock01,0,221.12
16,230911_SEFL1c_trauma_g4,4,trauma,postshock,postshock02,29.67,98.05
16,230911_SEFL1c_trauma_g4,4,trauma,postshock,postshock03,0,127.98
16,230911_SEFL1c_trauma_g4,4,trauma,postshock,postshock04,11.5,112.03
16,230911_SEFL1c_trauma_g4,4,trauma,postshock,postshock05,21.17,110.4
16,230911_SEFL1c_trauma_g4,4,trauma,postshock,postshock06,0,152.99
16,230911_SEFL1c_trauma_g4,4,trauma,postshock,postshock07,10,68.63
16,230911_SEFL1c_trauma_g4,4,trauma,postshock,postshock08,0,113.19
16,230911_SEFL1c_trauma_g4,4,trauma,postshock,postshock09,0,106.58
16,230911_SEFL1c_trauma_g4,4,trauma,postshock,postshock10,6.83,180.85
17,230911_SEFL1c_trauma_g5,1,trauma,baseline,baseline,0.4,186.08
17,230911_SEFL1c_trauma_g5,1,trauma,shock,shock01,0,283.33
17,230911_SEFL1c_trauma_g5,1,trauma,shock,shock02,0,161.67
17,230911_SEFL1c_trauma_g5,1,trauma,shock,shock03,0,106
17,230911_SEFL1c_trauma_g5,1,trauma,shock,shock04,0,97.53
17,230911_SEFL1c_trauma_g5,1,trauma,shock,shock05,0,43.33
17,230911_SEFL1c_trauma_g5,1,trauma,shock,shock06,0,133.5
17,230911_SEFL1c_trauma_g5,1,trauma,shock,shock07,0,224.4
17,230911_SEFL1c_trauma_g5,1,trauma,shock,shock08,0,193.53
17,230911_SEFL1c_trauma_g5,1,trauma,shock,shock09,0,193.77
17,230911_SEFL1c_trauma_g5,1,trauma,shock,shock10,0,42.63
17,230911_SEFL1c_trauma_g5,1,trauma,postshock,postshock01,5,142.94
17,230911_SEFL1c_trauma_g5,1,trauma,postshock,postshock02,0,213.35
17,230911_SEFL1c_trauma_g5,1,trauma,postshock,postshock03,0,144.55
17,230911_SEFL1c_trauma_g5,1,trauma,postshock,postshock04,0,173.61
17,230911_SEFL1c_trauma_g5,1,trauma,postshock,postshock05,0,174.18
17,230911_SEFL1c_trauma_g5,1,trauma,postshock,postshock06,0,191.95
