Animal,File,Box,phase,subphase,component,freezing,motion
10,230521_SEFL10K6_mildstressor_g3,1,mildstressor,startle,startle_post,0,71.52
10,230521_SEFL10K6_mildstressor_g3,1,mildstressor,startle,startle_pre,0,312.31
10,230521_SEFL10K6_mildstressor_g3,1,mildstressor,startle,startle_startle,0,521.04
11,230521_SEFL10K6_mildstressor_g3,2,mildstressor,prepost,bl,0,443
11,230521_SEFL10K6_mildstressor_g3,2,mildstressor,prepost,post,0,178.21
11,230521_SEFL10K6_mildstressor_g3,2,mildstressor,startle,startle_post,0,66.01
11,230521_SEFL10K6_mildstressor_g3,2,mildstressor,startle,startle_pre,0,460.14
11,230521_SEFL10K6_mildstressor_g3,2,mildstressor,startle,startle_startle,0,647.56
12,230521_SEFL10K6_mildstressor_g3,3,mildstressor,prepost,bl,0.61,379.62
12,230521_SEFL10K6_mildstressor_g3,3,mildstressor,prepost,post,12.67,144.54
12,230521_SEFL10K6_mildstressor_g3,3,mildstressor,startle,startle_post,42.22,146.96
12,230521_SEFL10K6_mildstressor_g3,3,mildstressor,startle,startle_pre,0,33.31
12,230521_SEFL10K6_mildstressor_g3,3,mildstressor,startle,startle_startle,0,669.52
13,230521_SEFL10K6_mildstressor_g3,4,mildstressor,prepost,bl,0,473.46
13,230521_SEFL10K6_mildstressor_g3,4,mildstressor,prepost,post,0,179.04
13,230521_SEFL10K6_mildstressor_g3,4,mildstressor,startle,startle_post,0,262.1
13,230521_SEFL10K6_mildstressor_g3,4,mildstressor,startle,startle_pre,0,229.81
13,230521_SEFL10K6_mildstressor_g3,4,mildstressor,startle,startle_startle,0,701.51
14,230521_SEFL10K6_mildstressor_g4,1,mildstressor,prepost,bl,0,478.24
14,230521_SEFL10K6_mildstressor_g4,1,mildstressor,prepost,post,55.67,57.21
14,230521_SEFL10K6_mildstressor_g4,1,mildstressor,startle,startle_post,0,110.51
14,230521_SEFL10K6_mildstressor_g4,1,mildstressor,startle,startle_pre,0,436.54
14,230521_SEFL10K6_mildstressor_g4,1,mildstressor,startle,startle_startle,0,543.49
15,230521_SEFL10K6_mildstressor_g4,2,mildstressor,prepost,bl,0,420.06
15,230521_SEFL10K6_mildstressor_g4,2,mildstressor,prepost,post,56.33,23.17
15,230521_SEFL10K6_mildstressor_g4,2,mildstressor,startle,startle_post,86.67,8.2
15,230521_SEFL10K6_mildstressor_g4,2,mildstressor,startle,startle_pre,0,212.19
15,230521_SEFL10K6_mildstressor_g4,2,mildstressor,startle,startle_startle,0,379.34
16,230521_SEFL10K6_mildstressor_g4,3,mildstressor,prepost,bl,0,536.22
16,230521_SEFL10K6_mildstressor_g4,3,mildstressor,prepost,post,19,216.52
16,230521_SEFL10K6_mildstressor_g4,3,mildstressor,startle,startle_post,0,39.8
16,230521_SEFL10K6_mildstressor_g4,3,mildstressor,startle,startle_pre,0,410.66
16,230521_SEFL10K6_mildstressor_g4,3,mildstressor,startle,startle_startle,0,834.78
17,230521_SEFL10K6_mildstressor_g4,4,mildstressor,prepost,bl,2.5,284.84
17,230521_SEFL10K6_mildstressor_g4,4,mildstressor,prepost,post,52,28.83
17,230521_SEFL10K6_mildstressor_g4,4,mildstressor,startle,startle_post,53.33,65.64
17,230521_SEFL10K6_mildstressor_g4,4,mildstressor,startle,startle_pre,0,205.08
17,230521_SEFL10K6_mildstressor_g4,4,mildstressor,startle,startle_startle,0,494.82
18,230521_SEFL10K6_mildstressor_g5,1,mildstressor,prepost,bl,0,390.2
18,230521_SEFL10K6_mildstressor_g5,1,mildstressor,prepost,post,51,155.91
18,230521_SEFL10K6_mildstressor_g5,1,mildstressor,startle,startle_post,0,489.09
18,230521_SEFL10K6_mildstressor_g5,1,mildstressor,startle,startle_pre,0,282.01
18,230521_SEFL10K6_mildstressor_g5,1,mildstressor,startle,startle_startle,0,535.09
19,230521_SEFL10K6_mildstressor_g5,2,mildstressor,prepost,bl,4.24,333.94
19,230521_SEFL10K6_mildstressor_g5,2,mildstressor,prepost,post,59.33,74.44
19,230521_SEFL10K6_mildstressor_g5,2,mildstressor,startle,startle_post,73.33,1.56
19,230521_SEFL10K6_mildstressor_g5,2,mildstressor,startle,startle_pre,0,221.77
19,230521_SEFL10K6_mildstressor_g5,2,mildstressor,startle,startle_startle,0,335.67
20,230521_SEFL10K6_mildstressor_g5,3,mildstressor,prepost,bl,1.43,466.3
20,230521_SEFL10K6_mildstressor_g5,3,mildstressor,prepost,post,44,132.39
20,230521_SEFL10K6_mildstressor_g5,3,mildstressor,startle,startle_post,84.44,41.08
20,230521_SEFL10K6_mildstressor_g5,3,mildstressor,startle,startle_pre,0,162.63
20,230521_SEFL10K6_mildstressor_g5,3,mildstressor,startle,startle_startle,0,758.6
21,230521_SEFL10K6_mildstressor_g5,4,mildstressor,prepost,bl,1.06,370.41
21,230521_SEFL10K6_mildstressor_g5,4,mildstressor,prepost,post,34.67,115.9
21,230521_SEFL10K6_mildstressor_g5,4,mildstressor,startle,startle_post,97.78,1.76
21,230521_SEFL10K6_mildstressor_g5,4,mildstressor,startle,startle_pre,0,398.22
21,230521_SEFL10K6_mildstressor_g5,4,mildstressor,startle,startle_startle,0,574.42
22,230521_SEFL10K6_mildstressor_g6,1,mildstressor,prepost,bl,1.24,372.32
22,230521_SEFL10K6_mildstressor_g6,1,mildstressor,prepost,post,46.67,154.64
22,230521_SEFL10K6_mildstressor_g6,1,mildstressor,startle,startle_post,64.44,13.72
22,230521_SEFL10K6_mildstressor_g6,1,mildstressor,startle,startle_pre,0,228.94
22,230521_SEFL10K6_mildstressor_g6,1,mildstressor,startle,startle_startle,0,433.54
23,230521_SEFL10K6_mildstressor_g6,2,mildstressor,prepost,bl,0.57,369.44
23,230521_SEFL10K6_mildstressor_g6,2,mildstressor,prepost,post,0,148.48
23,230521_SEFL10K6_mildstressor_g6,2,mildstressor,startle,startle_post,0,113.53
23,230521_SEFL10K6_mildstressor_g6,2,mildstressor,startle,startle_pre,0,240.4
23,230521_SEFL10K6_mildstressor_g6,2,mildstressor,startle,startle_startle,0,643.28
24,230521_SEFL10K6_mildstressor_g6,3,mildstressor,prepost,bl,0,524.15
24,230521_SEFL10K6_mildstressor_g6,3,mildstressor,prepost,post,0,298.06
24,230521_SEFL10K6_mildstressor_g6,3,mildstressor,startle,startle_post,0,332.23
24,230521_SEFL10K6_mildstressor_g6,3,mildstressor,startle,startle_pre,0,90.01
24,230521_SEFL10K6_mildstressor_g6,3,mildstressor,startle,startle_startle,0,598.68
25,230521_SEFL10K6_mildstressor_g6,4,mildstressor,prepost,bl,0,425.57
25,230521_SEFL10K6_mildstressor_g6,4,mildstressor,prepost,post,60.33,189.14
25,230521_SEFL10K6_mildstressor_g6,4,mildstressor,startle,startle_post,0,618.53
25,230521_SEFL10K6_mildstressor_g6,4,mildstressor,startle,startle_pre,0,672.96
25,230521_SEFL10K6_mildstressor_g6,4,mildstressor,startle,startle_startle,0,544.94
26,230521_SEFL10K6_mildstressor_g7,1,mildstressor,prepost,bl,0,485.18
26,230521_SEFL10K6_mildstressor_g7,1,mildstressor,prepost,post,0,410.14
26,230521_SEFL10K6_mildstressor_g7,1,mildstressor,startle,startle_post,0,753.02
26,230521_SEFL10K6_mildstressor_g7,1,mildstressor,startle,startle_pre,0,829.64
26,230521_SEFL10K6_mildstressor_g7,1,mildstressor,startle,startle_startle,0,854.8
27,230521_SEFL10K6_mildstressor_g7,2,mildstressor,prepost,bl,2.8,373.68
27,230521_SEFL10K6_mildstressor_g7,2,mildstressor,prepost,post,83.67,12.4
27,230521_SEFL10K6_mildstressor_g7,2,mildstressor,startle,startle_post,78.89,8.32
27,230521_SEFL10K6_mildstressor_g7,2,mildstressor,startle,startle_pre,0,312.92
27,230521_SEFL10K6_mildstressor_g7,2,mildstressor,startle,startle_startle,34.44,693.78
28,230521_SEFL10K6_mildstressor_g7,3,mildstressor,prepost,bl,0,492.81
28,230521_SEFL10K6_mildstressor_g7,3,mildstressor,prepost,post,0,305.74
28,230521_SEFL10K6_mildstressor_g7,3,mildstressor,startle,startle_post,0,292.87
28,230521_SEFL10K6_mildstressor_g7,3,mildstressor,startle,startle_pre,0,329.44
28,230521_SEFL10K6_mildstressor_g7,3,mildstressor,startle,startle_startle,0,717.58
29,230521_SEFL10K6_mildstressor_g7,4,mildstressor,prepost,bl,0.61,448.68
29,230521_SEFL10K6_mildstressor_g7,4,mildstressor,prepost,post,39.67,187.21
29,230521_SEFL10K6_mildstressor_g7,4,mildstressor,startle,startle_post,51.11,67.28
29,230521_SEFL10K6_mildstressor_g7,4,mildstressor,startle,startle_pre,0,398.11
29,230521_SEFL10K6_mildstressor_g7,4,mildstressor,startle,startle_startle,0,830.68
30,230521_SEFL10K6_mildstressor_g8,1,mildstressor,prepost,bl,18.83,307.39
30,230521_SEFL10K6_mildstressor_g8,1,mildstressor,prepost,post,26,139.2
30,230521_SEFL10K6_mildstressor_g8,1,mildstressor,startle,startle_post,0,134.91
30,230521_SEFL10K6_mildstressor_g8,1,mildstressor,startle,startle_pre,0,182.54
30,230521_SEFL10K6_mildstressor_g8,1,mildstressor,startle,startle_startle,0,418.98
31,230521_SEFL10K6_mildstressor_g8,2,mildstressor,prepost,bl,0,471.07
31,230521_SEFL10K6_mildstressor_g8,2,mildstressor,prepost,post,0,298.37
31,230521_SEFL10K6_mildstressor_g8,2,mildstressor,startle,startle_post,0,200.41
31,230521_SEFL10K6_mildstressor_g8,2,mildstressor,startle,startle_pre,0,77.07
31,230521_SEFL10K6_mildstressor_g8,2,mildstressor,startle,startle_startle,0,1117.2
32,230521_SEFL10K6_mildstressor_g8,3,mildstressor,prepost,bl,0,495.35
32,230521_SEFL10K6_mildstressor_g8,3,mildstressor,prepost,post,0,312.98
32,230521_SEFL10K6_mildstressor_g8,3,mildstressor,startle,startle_post,0,237.09
32,230521_SEFL10K6_mildstressor_g8,3,mildstressor,startle,startle_pre,0,437.18
32,230521_SEFL10K6_mildstressor_g8,3,mildstressor,startle,startle_startle,0,876.12
33,230521_SEFL10K6_mildstressor_g8,4,mildstressor,prepost,bl,0,393.69
33,230521_SEFL10K6_mildstressor_g8,4,mildstressor,prepost,post,0,262.69
33,230521_SEFL10K6_mildstressor_g8,4,mildstressor,startle,startle_post,0,261.38
33,230521_SEFL10K6_mildstressor_g8,4,mildstressor,startle,startle_pre,0,315.77
33,230521_SEFL10K6_mildstressor_g8,4,mildstressor,startle,startle_startle,0,984.78
34,230521_SEFL10K6_mildstressor_g9,1,mildstressor,prepost,bl,0,490.04
34,230521_SEFL10K6_mildstressor_g9,1,mildstressor,prepost,post,0,268
34,230521_SEFL10K6_mildstressor_g9,1,mildstressor,startle,startle_post,0,95.48
34,230521_SEFL10K6_mildstressor_g9,1,mildstressor,startle,startle_pre,0,444.54
34,230521_SEFL10K6_mildstressor_g9,1,mildstressor,startle,startle_startle,0,487.71
35,230521_SEFL10K6_mildstressor_g9,2,mildstressor,prepost,bl,0.59,389.89
35,230521_SEFL10K6_mildstressor_g9,2,mildstressor,prepost,post,39.33,180.6
35,230521_SEFL10K6_mildstressor_g9,2,mildstressor,startle,startle_post,0,325.04
35,230521_SEFL10K6_mildstressor_g9,2,mildstressor,startle,startle_pre,0,228.22
35,230521_SEFL10K6_mildstressor_g9,2,mildstressor,startle,startle_startle,0,770.82
36,230521_SEFL10K6_mildstressor_g9,3,mildstressor,prepost,bl,0,432.63
36,230521_SEFL10K6_mildstressor_g9,3,mildstressor,prepost,post,14.67,369.82
36,230521_SEFL10K6_mildstressor_g9,3,mildstressor,startle,startle_post,44.44,89.2
36,230521_SEFL10K6_mildstressor_g9,3,mildstressor,startle,startle_pre,0,492.52
36,230521_SEFL10K6_mildstressor_g9,3,mildstressor,startle,startle_startle,0,627.13
37,230521_SEFL10K6_mildstressor_g9,4,mildstressor,prepost,bl,0,569.59
37,230521_SEFL10K6_mildstressor_g9,4,mildstressor,prepost,post,0,245.05
37,230521_SEFL10K6_mildstressor_g9,4,mildstressor,startle,startle_post,0,124.04
37,230521_SEFL10K6_mildstressor_g9,4,mildstressor,startle,startle_pre,0,487.73
37,230521_SEFL10K6_mildstressor_g9,4,mildstressor,startle,startle_startle,0,631.24
41,230728_SEFL10k6_b2_novstressor_g1,1,mildstressor,prepost,bl,3.59,302.19
41,230728_SEFL10k6_b2_novstressor_g1,1,mildstressor,prepost,post,0,124.8
41,230728_SEFL10k6_b2_novstressor_g1,1,mildstressor,startle,startle_pre,0,332.76
41,230728_SEFL10k6_b2_novstressor_g1,1,mildstressor,startle,startle_startle,0,506.34
41,230728_SEFL10k6_b2_novstressor_g1,1,mildstressor,startle,startle_post,0,102.34
42,230728_SEFL10k6_b2_novstressor_g1,2,mildstressor,prepost,bl,0,444.24
42,230728_SEFL10k6_b2_novstressor_g1,2,mildstressor,prepost,post,36.67,154.97
42,230728_SEFL10k6_b2_novstressor_g1,2,mildstressor,startle,startle_pre,0,174.96
42,230728_SEFL10k6_b2_novstressor_g1,2,mildstressor,startle,startle_startle,0,638.92
42,230728_SEFL10k6_b2_novstressor_g1,2,mildstressor,startle,startle_post,0,261.6
43,230728_SEFL10k6_b2_novstressor_g1,3,mildstressor,prepost,bl,0,429.88
43,230728_SEFL10k6_b2_novstressor_g1,3,mildstressor,prepost,post,0,278.57
43,230728_SEFL10k6_b2_novstressor_g1,3,mildstressor,startle,startle_pre,0,364.53
43,230728_SEFL10k6_b2_novstressor_g1,3,mildstressor,startle,startle_startle,0,637.79
43,230728_SEFL10k6_b2_novstressor_g1,3,mildstressor,startle,startle_post,0,252.1
45,230728_SEFL10k6_b2_novstressor_g1,4,mildstressor,prepost,bl,1.41,368.39
45,230728_SEFL10k6_b2_novstressor_g1,4,mildstressor,prepost,post,60,25.85
45,230728_SEFL10k6_b2_novstressor_g1,4,mildstressor,startle,startle_pre,0,14.99
45,230728_SEFL10k6_b2_novstressor_g1,4,mildstressor,startle,startle_startle,0,672.43
45,230728_SEFL10k6_b2_novstressor_g1,4,mildstressor,startle,startle_post,91.11,1.46
46,230728_SEFL10k6_b2_novstressor_g2,1,mildstressor,prepost,bl,0,376.16
46,230728_SEFL10k6_b2_novstressor_g2,1,mildstressor,prepost,post,43,150.43
46,230728_SEFL10k6_b2_novstressor_g2,1,mildstressor,startle,startle_pre,0,158.4
46,230728_SEFL10k6_b2_novstressor_g2,1,mildstressor,startle,startle_startle,0,779.28
46,230728_SEFL10k6_b2_novstressor_g2,1,mildstressor,startle,startle_post,88.89,80.34
47,230728_SEFL10k6_b2_novstressor_g2,2,mildstressor,prepost,bl,0.57,466.93
47,230728_SEFL10k6_b2_novstressor_g2,2,mildstressor,prepost,post,0,55.36
47,230728_SEFL10k6_b2_novstressor_g2,2,mildstressor,startle,startle_pre,0,142.2
47,230728_SEFL10k6_b2_novstressor_g2,2,mildstressor,startle,startle_startle,0,437.67
47,230728_SEFL10k6_b2_novstressor_g2,2,mildstressor,startle,startle_post,0,75.57
48,230728_SEFL10k6_b2_novstressor_g2,3,mildstressor,prepost,bl,0,468.55
48,230728_SEFL10k6_b2_novstressor_g2,3,mildstressor,prepost,post,62.67,75.07
48,230728_SEFL10k6_b2_novstressor_g2,3,mildstressor,startle,startle_pre,0,389.98
48,230728_SEFL10k6_b2_novstressor_g2,3,mildstressor,startle,startle_startle,0,794.11
48,230728_SEFL10k6_b2_novstressor_g2,3,mildstressor,startle,startle_post,62.22,136.48
49,230728_SEFL10k6_b2_novstressor_g2,4,mildstressor,prepost,bl,0,482.62
49,230728_SEFL10k6_b2_novstressor_g2,4,mildstressor,prepost,post,0,246.29
49,230728_SEFL10k6_b2_novstressor_g2,4,mildstressor,startle,startle_pre,0,498.42
49,230728_SEFL10k6_b2_novstressor_g2,4,mildstressor,startle,startle_startle,0,623.42
49,230728_SEFL10k6_b2_novstressor_g2,4,mildstressor,startle,startle_post,0,358.54
50,230728_SEFL10k6_b2_novstressor_g3,1,mildstressor,prepost,bl,4.04,309.5
50,230728_SEFL10k6_b2_novstressor_g3,1,mildstressor,prepost,post,40.67,91.02
50,230728_SEFL10k6_b2_novstressor_g3,1,mildstressor,startle,startle_pre,0,206.16
50,230728_SEFL10k6_b2_novstressor_g3,1,mildstressor,startle,startle_startle,0,604.33
50,230728_SEFL10k6_b2_novstressor_g3,1,mildstressor,startle,startle_post,41.11,79.57
51,230728_SEFL10k6_b2_novstressor_g3,2,mildstressor,prepost,bl,0,448.51
51,230728_SEFL10k6_b2_novstressor_g3,2,mildstressor,prepost,post,12,152.03
51,230728_SEFL10k6_b2_novstressor_g3,2,mildstressor,startle,startle_pre,0,221.52
51,230728_SEFL10k6_b2_novstressor_g3,2,mildstressor,startle,startle_startle,0,690.71
51,230728_SEFL10k6_b2_novstressor_g3,2,mildstressor,startle,startle_post,0,246.03
52,230728_SEFL10k6_b2_novstressor_g3,3,mildstressor,prepost,bl,0.61,354.46
52,230728_SEFL10k6_b2_novstressor_g3,3,mildstressor,prepost,post,13,114.12
52,230728_SEFL10k6_b2_novstressor_g3,3,mildstressor,startle,startle_pre,0,420.06
52,230728_SEFL10k6_b2_novstressor_g3,3,mildstressor,startle,startle_startle,0,407.27
52,230728_SEFL10k6_b2_novstressor_g3,3,mildstressor,startle,startle_post,0,77.99
53,230728_SEFL10k6_b2_novstressor_g3,4,mildstressor,prepost,bl,0,359.18
53,230728_SEFL10k6_b2_novstressor_g3,4,mildstressor,prepost,post,44.33,73.8
53,230728_SEFL10k6_b2_novstressor_g3,4,mildstressor,startle,startle_pre,0,118.97
53,230728_SEFL10k6_b2_novstressor_g3,4,mildstressor,startle,startle_startle,0,547.32
53,230728_SEFL10k6_b2_novstressor_g3,4,mildstressor,startle,startle_post,75.56,77.18
54,230728_SEFL10k6_b2_novstressor_g4,1,mildstressor,prepost,bl,0,453.14
54,230728_SEFL10k6_b2_novstressor_g4,1,mildstressor,prepost,post,10.33,161.17
54,230728_SEFL10k6_b2_novstressor_g4,1,mildstressor,startle,startle_pre,0,323.27
54,230728_SEFL10k6_b2_novstressor_g4,1,mildstressor,startle,startle_startle,0,899.83
54,230728_SEFL10k6_b2_novstressor_g4,1,mildstressor,startle,startle_post,0,317.8
55,230728_SEFL10k6_b2_novstressor_g4,2,mildstressor,prepost,bl,0,423.59
55,230728_SEFL10k6_b2_novstressor_g4,2,mildstressor,prepost,post,0,112.26
55,230728_SEFL10k6_b2_novstressor_g4,2,mildstressor,startle,startle_pre,0,814.22
55,230728_SEFL10k6_b2_novstressor_g4,2,mildstressor,startle,startle_startle,0,661.76
55,230728_SEFL10k6_b2_novstressor_g4,2,mildstressor,startle,startle_post,0,97.23
56,230728_SEFL10k6_b2_novstressor_g4,3,mildstressor,prepost,bl,0,365.06
56,230728_SEFL10k6_b2_novstressor_g4,3,mildstressor,prepost,post,26,208.25
56,230728_SEFL10k6_b2_novstressor_g4,3,mildstressor,startle,startle_pre,0,366.8
56,230728_SEFL10k6_b2_novstressor_g4,3,mildstressor,startle,startle_startle,0,428.27
56,230728_SEFL10k6_b2_novstressor_g4,3,mildstressor,startle,startle_post,0,608.53
57,230728_SEFL10k6_b2_novstressor_g4,4,mildstressor,prepost,bl,2.67,329.04
57,230728_SEFL10k6_b2_novstressor_g4,4,mildstressor,prepost,post,64,39.23
57,230728_SEFL10k6_b2_novstressor_g4,4,mildstressor,startle,startle_pre,35.56,132.39
57,230728_SEFL10k6_b2_novstressor_g4,4,mildstressor,startle,startle_startle,0,515.31
57,230728_SEFL10k6_b2_novstressor_g4,4,mildstressor,startle,startle_post,73.33,48.57
58,230728_SEFL10k6_b2_novstressor_g5,1,mildstressor,prepost,bl,0.72,426.01
58,230728_SEFL10k6_b2_novstressor_g5,1,mildstressor,prepost,post,10,290.78
58,230728_SEFL10k6_b2_novstressor_g5,1,mildstressor,startle,startle_pre,0,229.16
58,230728_SEFL10k6_b2_novstressor_g5,1,mildstressor,startle,startle_startle,0,677.3
58,230728_SEFL10k6_b2_novstressor_g5,1,mildstressor,startle,startle_post,0,366.01
59,230728_SEFL10k6_b2_novstressor_g5,2,mildstressor,prepost,bl,0,438.62
59,230728_SEFL10k6_b2_novstressor_g5,2,mildstressor,prepost,post,0,233.39
59,230728_SEFL10k6_b2_novstressor_g5,2,mildstressor,startle,startle_pre,0,442.59
59,230728_SEFL10k6_b2_novstressor_g5,2,mildstressor,startle,startle_startle,0,535.62
59,230728_SEFL10k6_b2_novstressor_g5,2,mildstressor,startle,startle_post,0,369.16
60,230728_SEFL10k6_b2_novstressor_g5,3,mildstressor,prepost,bl,1.2,327.13
60,230728_SEFL10k6_b2_novstressor_g5,3,mildstressor,prepost,post,44.33,82.44
60,230728_SEFL10k6_b2_novstressor_g5,3,mildstressor,startle,startle_pre,0,396.17
60,230728_SEFL10k6_b2_novstressor_g5,3,mildstressor,startle,startle_startle,0,839.29
60,230728_SEFL10k6_b2_novstressor_g5,3,mildstressor,startle,startle_post,88.89,10.71
61,230728_SEFL10k6_b2_novstressor_g5,4,mildstressor,prepost,bl,0,433.87
61,230728_SEFL10k6_b2_novstressor_g5,4,mildstressor,prepost,post,38.33,163.72
61,230728_SEFL10k6_b2_novstressor_g5,4,mildstressor,startle,startle_pre,0,262.62
61,230728_SEFL10k6_b2_novstressor_g5,4,mildstressor,startle,startle_startle,0,484.52
61,230728_SEFL10k6_b2_novstressor_g5,4,mildstressor,startle,startle_post,62.22,34.2
62,230728_SEFL10k6_b2_novstressor_g6,1,mildstressor,prepost,bl,2.06,327.74
62,230728_SEFL10k6_b2_novstressor_g6,1,mildstressor,prepost,post,0,242.61
62,230728_SEFL10k6_b2_novstressor_g6,1,mildstressor,startle,startle_pre,0,71
62,230728_SEFL10k6_b2_novstressor_g6,1,mildstressor,startle,startle_startle,0,513.03
62,230728_SEFL10k6_b2_novstressor_g6,1,mildstressor,startle,startle_post,0,199
63,230728_SEFL10k6_b2_novstressor_g6,2,mildstressor,prepost,bl,0,489.37
63,230728_SEFL10k6_b2_novstressor_g6,2,mildstressor,prepost,post,11,188.82
63,230728_SEFL10k6_b2_novstressor_g6,2,mildstressor,startle,startle_pre,0,418.66
63,230728_SEFL10k6_b2_novstressor_g6,2,mildstressor,startle,startle_startle,0,389.78
63,230728_SEFL10k6_b2_novstressor_g6,2,mildstressor,startle,startle_post,0,308.34
64,230728_SEFL10k6_b2_novstressor_g6,3,mildstressor,prepost,bl,5.11,310.89
64,230728_SEFL10k6_b2_novstressor_g6,3,mildstressor,prepost,post,50.33,46.29
64,230728_SEFL10k6_b2_novstressor_g6,3,mildstressor,startle,startle_pre,0,138.22
64,230728_SEFL10k6_b2_novstressor_g6,3,mildstressor,startle,startle_startle,0,420.52
64,230728_SEFL10k6_b2_novstressor_g6,3,mildstressor,startle,startle_post,66.67,22.63
65,230728_SEFL10k6_b2_novstressor_g6,4,mildstressor,prepost,bl,0.57,403.31
65,230728_SEFL10k6_b2_novstressor_g6,4,mildstressor,prepost,post,37.33,42.92
65,230728_SEFL10k6_b2_novstressor_g6,4,mildstressor,startle,startle_pre,0,226.93
65,230728_SEFL10k6_b2_novstressor_g6,4,mildstressor,startle,startle_startle,0,702.24
65,230728_SEFL10k6_b2_novstressor_g6,4,mildstressor,startle,startle_post,0,66.93
66,230728_SEFL10k6_b2_novstressor_g7,1,mildstressor,prepost,bl,0.81,372.17
66,230728_SEFL10k6_b2_novstressor_g7,1,mildstressor,prepost,post,54.33,292.33
66,230728_SEFL10k6_b2_novstressor_g7,1,mildstressor,startle,startle_pre,0,454.54
66,230728_SEFL10k6_b2_novstressor_g7,1,mildstressor,startle,startle_startle,0,330.99
66,230728_SEFL10k6_b2_novstressor_g7,1,mildstressor,startle,startle_post,0,762.23
67,230728_SEFL10k6_b2_novstressor_g7,2,mildstressor,prepost,bl,6.5,365.92
67,230728_SEFL10k6_b2_novstressor_g7,2,mildstressor,prepost,post,11.33,204.05
67,230728_SEFL10k6_b2_novstressor_g7,2,mildstressor,startle,startle_pre,0,367.19
67,230728_SEFL10k6_b2_novstressor_g7,2,mildstressor,startle,startle_startle,0,957.08
