Animal,file,Box,phase,subphase,component,freezing,motion
4,240125_SEFL10N5b_trauma_g1,4,trauma,shock,shock04,0,873
4,240125_SEFL10N5b_trauma_g1,4,trauma,shock,shock05,0,292.5
4,240125_SEFL10N5b_trauma_g1,4,trauma,shock,shock06,0,426
4,240125_SEFL10N5b_trauma_g1,4,trauma,shock,shock07,0,1180
4,240125_SEFL10N5b_trauma_g1,4,trauma,shock,shock08,0,1295.17
4,240125_SEFL10N5b_trauma_g1,4,trauma,shock,shock09,0,435.57
4,240125_SEFL10N5b_trauma_g1,4,trauma,shock,shock10,0,677.07
4,240125_SEFL10N5b_trauma_g1,4,trauma,postshock,postshock01,0,179.56
4,240125_SEFL10N5b_trauma_g1,4,trauma,postshock,postshock02,5.83,45.12
4,240125_SEFL10N5b_trauma_g1,4,trauma,postshock,postshock03,38.83,20.57
4,240125_SEFL10N5b_trauma_g1,4,trauma,postshock,postshock04,14.33,61.2
4,240125_SEFL10N5b_trauma_g1,4,trauma,postshock,postshock05,40.17,21.27
4,240125_SEFL10N5b_trauma_g1,4,trauma,postshock,postshock06,92.5,7.5
4,240125_SEFL10N5b_trauma_g1,4,trauma,postshock,postshock07,84.67,6.02
4,240125_SEFL10N5b_trauma_g1,4,trauma,postshock,postshock08,84.5,2.19
4,240125_SEFL10N5b_trauma_g1,4,trauma,postshock,postshock09,84.17,5.48
4,240125_SEFL10N5b_trauma_g1,4,trauma,postshock,postshock10,95.5,1.32
5,240125_SEFL10N5b_trauma_g2,1,trauma,baseline,baseline,0.99,226.92
5,240125_SEFL10N5b_trauma_g2,1,trauma,shock,shock01,0,1567.5
5,240125_SEFL10N5b_trauma_g2,1,trauma,shock,shock02,0,1062.9
5,240125_SEFL10N5b_trauma_g2,1,trauma,shock,shock03,0,620.6
5,240125_SEFL10N5b_trauma_g2,1,trauma,shock,shock04,0,1160.57
5,240125_SEFL10N5b_trauma_g2,1,trauma,shock,shock05,0,723.5
5,240125_SEFL10N5b_trauma_g2,1,trauma,shock,shock06,0,487.57
5,240125_SEFL10N5b_trauma_g2,1,trauma,shock,shock07,0,1132.93
5,240125_SEFL10N5b_trauma_g2,1,trauma,shock,shock08,0,575
5,240125_SEFL10N5b_trauma_g2,1,trauma,shock,shock09,0,971.47
5,240125_SEFL10N5b_trauma_g2,1,trauma,shock,shock10,0,978.63
5,240125_SEFL10N5b_trauma_g2,1,trauma,postshock,postshock01,0,158.71
5,240125_SEFL10N5b_trauma_g2,1,trauma,postshock,postshock02,15,86.96
5,240125_SEFL10N5b_trauma_g2,1,trauma,postshock,postshock03,15.17,103.34
5,240125_SEFL10N5b_trauma_g2,1,trauma,postshock,postshock04,73,16.54
5,240125_SEFL10N5b_trauma_g2,1,trauma,postshock,postshock05,33.33,25.75
5,240125_SEFL10N5b_trauma_g2,1,trauma,postshock,postshock06,39.83,70.36
5,240125_SEFL10N5b_trauma_g2,1,trauma,postshock,postshock07,65,9.01
5,240125_SEFL10N5b_trauma_g2,1,trauma,postshock,postshock08,69,17.13
5,240125_SEFL10N5b_trauma_g2,1,trauma,postshock,postshock09,76.17,7.26
5,240125_SEFL10N5b_trauma_g2,1,trauma,postshock,postshock10,52.67,11.56
6,240125_SEFL10N5b_trauma_g2,2,trauma,baseline,baseline,0,194.52
6,240125_SEFL10N5b_trauma_g2,2,trauma,shock,shock01,0,646.93
6,240125_SEFL10N5b_trauma_g2,2,trauma,shock,shock02,0,576.4
6,240125_SEFL10N5b_trauma_g2,2,trauma,shock,shock03,0,694.9
6,240125_SEFL10N5b_trauma_g2,2,trauma,shock,shock04,0,898.37
6,240125_SEFL10N5b_trauma_g2,2,trauma,shock,shock05,0,761.97
6,240125_SEFL10N5b_trauma_g2,2,trauma,shock,shock06,0,945.4
6,240125_SEFL10N5b_trauma_g2,2,trauma,shock,shock07,0,1161.47
6,240125_SEFL10N5b_trauma_g2,2,trauma,shock,shock08,0,595.2
6,240125_SEFL10N5b_trauma_g2,2,trauma,shock,shock09,0,891.6
6,240125_SEFL10N5b_trauma_g2,2,trauma,shock,shock10,0,1167.5
6,240125_SEFL10N5b_trauma_g2,2,trauma,postshock,postshock01,0,187.66
6,240125_SEFL10N5b_trauma_g2,2,trauma,postshock,postshock02,12.33,79.18
6,240125_SEFL10N5b_trauma_g2,2,trauma,postshock,postshock03,49.67,29.24
6,240125_SEFL10N5b_trauma_g2,2,trauma,postshock,postshock04,32.33,26.5
6,240125_SEFL10N5b_trauma_g2,2,trauma,postshock,postshock05,32.67,72.32
6,240125_SEFL10N5b_trauma_g2,2,trauma,postshock,postshock06,40.17,23.11
6,240125_SEFL10N5b_trauma_g2,2,trauma,postshock,postshock07,56.67,24.81
6,240125_SEFL10N5b_trauma_g2,2,trauma,postshock,postshock08,75.33,7.14
6,240125_SEFL10N5b_trauma_g2,2,trauma,postshock,postshock09,85,6.33
6,240125_SEFL10N5b_trauma_g2,2,trauma,postshock,postshock10,46.5,28.74
7,240125_SEFL10N5b_trauma_g2,3,trauma,baseline,baseline,1.87,190.36
7,240125_SEFL10N5b_trauma_g2,3,trauma,shock,shock01,0,1456.3
7,240125_SEFL10N5b_trauma_g2,3,trauma,shock,shock02,0,1112.83
7,240125_SEFL10N5b_trauma_g2,3,trauma,shock,shock03,0,950.37
7,240125_SEFL10N5b_trauma_g2,3,trauma,shock,shock04,0,897.17
7,240125_SEFL10N5b_trauma_g2,3,trauma,shock,shock05,0,1432.43
7,240125_SEFL10N5b_trauma_g2,3,trauma,shock,shock06,0,832.77
7,240125_SEFL10N5b_trauma_g2,3,trauma,shock,shock07,0,939.1
7,240125_SEFL10N5b_trauma_g2,3,trauma,shock,shock08,0,737.27
7,240125_SEFL10N5b_trauma_g2,3,trauma,shock,shock09,0,391.27
7,240125_SEFL10N5b_trauma_g2,3,trauma,shock,shock10,0,406.47
7,240125_SEFL10N5b_trauma_g2,3,trauma,postshock,postshock01,25.83,31.52
7,240125_SEFL10N5b_trauma_g2,3,trauma,postshock,postshock02,31.17,32.49
7,240125_SEFL10N5b_trauma_g2,3,trauma,postshock,postshock03,51.67,38.92
7,240125_SEFL10N5b_trauma_g2,3,trauma,postshock,postshock04,74.67,11.26
7,240125_SEFL10N5b_trauma_g2,3,trauma,postshock,postshock05,42.17,22.01
7,240125_SEFL10N5b_trauma_g2,3,trauma,postshock,postshock06,59,17.81
7,240125_SEFL10N5b_trauma_g2,3,trauma,postshock,postshock07,93.83,0.81
7,240125_SEFL10N5b_trauma_g2,3,trauma,postshock,postshock08,72,5.66
7,240125_SEFL10N5b_trauma_g2,3,trauma,postshock,postshock09,15.5,49.66
7,240125_SEFL10N5b_trauma_g2,3,trauma,postshock,postshock10,83.17,6.9
8,240125_SEFL10N5b_trauma_g2,4,trauma,baseline,baseline,0.79,218.77
8,240125_SEFL10N5b_trauma_g2,4,trauma,shock,shock01,0,1071.9
8,240125_SEFL10N5b_trauma_g2,4,trauma,shock,shock02,0,1018.13
8,240125_SEFL10N5b_trauma_g2,4,trauma,shock,shock03,0,926.1
8,240125_SEFL10N5b_trauma_g2,4,trauma,shock,shock04,0,1110.3
8,240125_SEFL10N5b_trauma_g2,4,trauma,shock,shock05,0,1262.13
8,240125_SEFL10N5b_trauma_g2,4,trauma,shock,shock06,0,1082.17
8,240125_SEFL10N5b_trauma_g2,4,trauma,shock,shock07,0,1056.03
8,240125_SEFL10N5b_trauma_g2,4,trauma,shock,shock08,0,1107.1
8,240125_SEFL10N5b_trauma_g2,4,trauma,shock,shock09,0,904.43
8,240125_SEFL10N5b_trauma_g2,4,trauma,shock,shock10,0,558.03
8,240125_SEFL10N5b_trauma_g2,4,trauma,postshock,postshock01,0,135.02
8,240125_SEFL10N5b_trauma_g2,4,trauma,postshock,postshock02,46.17,47.52
8,240125_SEFL10N5b_trauma_g2,4,trauma,postshock,postshock03,66.5,14.71
8,240125_SEFL10N5b_trauma_g2,4,trauma,postshock,postshock04,62.5,41.26
8,240125_SEFL10N5b_trauma_g2,4,trauma,postshock,postshock05,65,12.89
8,240125_SEFL10N5b_trauma_g2,4,trauma,postshock,postshock06,81.33,5.03
8,240125_SEFL10N5b_trauma_g2,4,trauma,postshock,postshock07,95.17,0.45
8,240125_SEFL10N5b_trauma_g2,4,trauma,postshock,postshock08,82,11.48
8,240125_SEFL10N5b_trauma_g2,4,trauma,postshock,postshock09,79.33,9.8
8,240125_SEFL10N5b_trauma_g2,4,trauma,postshock,postshock10,91.67,5.51
9,240125_SEFL10N5b_trauma_g3,1,trauma,baseline,baseline,0,210.13
9,240125_SEFL10N5b_trauma_g3,1,trauma,shock,shock01,0,682.4
9,240125_SEFL10N5b_trauma_g3,1,trauma,shock,shock02,0,436.63
9,240125_SEFL10N5b_trauma_g3,1,trauma,shock,shock03,0,1218.17
9,240125_SEFL10N5b_trauma_g3,1,trauma,shock,shock04,0,688.07
9,240125_SEFL10N5b_trauma_g3,1,trauma,shock,shock05,0,1034.03
9,240125_SEFL10N5b_trauma_g3,1,trauma,shock,shock06,0,734.23
9,240125_SEFL10N5b_trauma_g3,1,trauma,shock,shock07,0,837.07
9,240125_SEFL10N5b_trauma_g3,1,trauma,shock,shock08,0,684.6
9,240125_SEFL10N5b_trauma_g3,1,trauma,shock,shock09,0,1497
9,240125_SEFL10N5b_trauma_g3,1,trauma,shock,shock10,0,1477.2
9,240125_SEFL10N5b_trauma_g3,1,trauma,postshock,postshock01,11,102.56
9,240125_SEFL10N5b_trauma_g3,1,trauma,postshock,postshock02,26.67,34.87
9,240125_SEFL10N5b_trauma_g3,1,trauma,postshock,postshock03,33.17,61.22
9,240125_SEFL10N5b_trauma_g3,1,trauma,postshock,postshock04,60,15.73
9,240125_SEFL10N5b_trauma_g3,1,trauma,postshock,postshock05,73.33,7.68
9,240125_SEFL10N5b_trauma_g3,1,trauma,postshock,postshock06,31.17,144
9,240125_SEFL10N5b_trauma_g3,1,trauma,postshock,postshock07,55,33.01
9,240125_SEFL10N5b_trauma_g3,1,trauma,postshock,postshock08,72.17,6.88
9,240125_SEFL10N5b_trauma_g3,1,trauma,postshock,postshock09,45.83,13.34
9,240125_SEFL10N5b_trauma_g3,1,trauma,postshock,postshock10,36,15.09
10,240125_SEFL10N5b_trauma_g3,2,trauma,baseline,baseline,0.51,249.15
10,240125_SEFL10N5b_trauma_g3,2,trauma,shock,shock01,0,944.8
10,240125_SEFL10N5b_trauma_g3,2,trauma,shock,shock02,0,1383.47
10,240125_SEFL10N5b_trauma_g3,2,trauma,shock,shock03,0,1502.07
10,240125_SEFL10N5b_trauma_g3,2,trauma,shock,shock04,0,1918.63
10,240125_SEFL10N5b_trauma_g3,2,trauma,shock,shock05,0,740.13
10,240125_SEFL10N5b_trauma_g3,2,trauma,shock,shock06,0,1728.67
10,240125_SEFL10N5b_trauma_g3,2,trauma,shock,shock07,0,689.63
10,240125_SEFL10N5b_trauma_g3,2,trauma,shock,shock08,0,1344.1
10,240125_SEFL10N5b_trauma_g3,2,trauma,shock,shock09,0,1381.13
10,240125_SEFL10N5b_trauma_g3,2,trauma,shock,shock10,0,1309.63
10,240125_SEFL10N5b_trauma_g3,2,trauma,postshock,postshock01,0,115.86
10,240125_SEFL10N5b_trauma_g3,2,trauma,postshock,postshock02,12.83,163.21
10,240125_SEFL10N5b_trauma_g3,2,trauma,postshock,postshock03,60.17,19.43
10,240125_SEFL10N5b_trauma_g3,2,trauma,postshock,postshock04,66.67,9.04
10,240125_SEFL10N5b_trauma_g3,2,trauma,postshock,postshock05,55.33,55.85
10,240125_SEFL10N5b_trauma_g3,2,trauma,postshock,postshock06,57.5,74.72
10,240125_SEFL10N5b_trauma_g3,2,trauma,postshock,postshock07,83.33,7.8
10,240125_SEFL10N5b_trauma_g3,2,trauma,postshock,postshock08,78.17,5.2
10,240125_SEFL10N5b_trauma_g3,2,trauma,postshock,postshock09,44,45.8
10,240125_SEFL10N5b_trauma_g3,2,trauma,postshock,postshock10,92.67,1.35
11,240125_SEFL10N5b_trauma_g3,3,trauma,baseline,baseline,0.49,223.17
11,240125_SEFL10N5b_trauma_g3,3,trauma,shock,shock01,0,1060.57
11,240125_SEFL10N5b_trauma_g3,3,trauma,shock,shock02,0,696.6
11,240125_SEFL10N5b_trauma_g3,3,trauma,shock,shock03,0,755.33
11,240125_SEFL10N5b_trauma_g3,3,trauma,shock,shock04,0,834.53
11,240125_SEFL10N5b_trauma_g3,3,trauma,shock,shock05,0,576.1
11,240125_SEFL10N5b_trauma_g3,3,trauma,shock,shock06,0,1339.33
11,240125_SEFL10N5b_trauma_g3,3,trauma,shock,shock07,0,657.77
11,240125_SEFL10N5b_trauma_g3,3,trauma,shock,shock08,0,671.37
11,240125_SEFL10N5b_trauma_g3,3,trauma,shock,shock09,0,874.57
11,240125_SEFL10N5b_trauma_g3,3,trauma,shock,shock10,0,950.57
11,240125_SEFL10N5b_trauma_g3,3,trauma,postshock,postshock01,6.33,112.79
11,240125_SEFL10N5b_trauma_g3,3,trauma,postshock,postshock02,60.17,19.02
11,240125_SEFL10N5b_trauma_g3,3,trauma,postshock,postshock03,62.83,46.96
11,240125_SEFL10N5b_trauma_g3,3,trauma,postshock,postshock04,62.5,26.34
11,240125_SEFL10N5b_trauma_g3,3,trauma,postshock,postshock05,50,71.65
11,240125_SEFL10N5b_trauma_g3,3,trauma,postshock,postshock06,54.5,116.29
11,240125_SEFL10N5b_trauma_g3,3,trauma,postshock,postshock07,70.5,9.9
11,240125_SEFL10N5b_trauma_g3,3,trauma,postshock,postshock08,66.17,42.89
11,240125_SEFL10N5b_trauma_g3,3,trauma,postshock,postshock09,87.5,3.73
11,240125_SEFL10N5b_trauma_g3,3,trauma,postshock,postshock10,70.5,52.94
12,240125_SEFL10N5b_trauma_g3,4,trauma,baseline,baseline,0.36,218.35
12,240125_SEFL10N5b_trauma_g3,4,trauma,shock,shock01,0,808.87
12,240125_SEFL10N5b_trauma_g3,4,trauma,shock,shock02,0,1243
12,240125_SEFL10N5b_trauma_g3,4,trauma,shock,shock03,0,671.37
12,240125_SEFL10N5b_trauma_g3,4,trauma,shock,shock04,0,833.03
12,240125_SEFL10N5b_trauma_g3,4,trauma,shock,shock05,0,909.27
12,240125_SEFL10N5b_trauma_g3,4,trauma,shock,shock06,0,845.7
12,240125_SEFL10N5b_trauma_g3,4,trauma,shock,shock07,0,829.97
12,240125_SEFL10N5b_trauma_g3,4,trauma,shock,shock08,0,1165.37
12,240125_SEFL10N5b_trauma_g3,4,trauma,shock,shock09,0,771.77
12,240125_SEFL10N5b_trauma_g3,4,trauma,shock,shock10,0,844.6
12,240125_SEFL10N5b_trauma_g3,4,trauma,postshock,postshock01,34,25.32
12,240125_SEFL10N5b_trauma_g3,4,trauma,postshock,postshock02,21.5,60.06
12,240125_SEFL10N5b_trauma_g3,4,trauma,postshock,postshock03,47.83,30.08
12,240125_SEFL10N5b_trauma_g3,4,trauma,postshock,postshock04,35.17,51.28
12,240125_SEFL10N5b_trauma_g3,4,trauma,postshock,postshock05,63.33,22.2
12,240125_SEFL10N5b_trauma_g3,4,trauma,postshock,postshock06,65.33,38.02
12,240125_SEFL10N5b_trauma_g3,4,trauma,postshock,postshock07,63.17,13.76
12,240125_SEFL10N5b_trauma_g3,4,trauma,postshock,postshock08,74.17,7.35
12,240125_SEFL10N5b_trauma_g3,4,trauma,postshock,postshock09,63.17,19.71
12,240125_SEFL10N5b_trauma_g3,4,trauma,postshock,postshock10,36.5,9.96
13,240125_SEFL10N5b_trauma_g4,1,trauma,baseline,baseline,0,239.99
13,240125_SEFL10N5b_trauma_g4,1,trauma,shock,shock01,0,965.93
13,240125_SEFL10N5b_trauma_g4,1,trauma,shock,shock02,0,811.3
13,240125_SEFL10N5b_trauma_g4,1,trauma,shock,shock03,0,791.87
13,240125_SEFL10N5b_trauma_g4,1,trauma,shock,shock04,0,481.97
13,240125_SEFL10N5b_trauma_g4,1,trauma,shock,shock05,0,1104.87
13,240125_SEFL10N5b_trauma_g4,1,trauma,shock,shock06,0,1601.67
13,240125_SEFL10N5b_trauma_g4,1,trauma,shock,shock07,0,684.53
13,240125_SEFL10N5b_trauma_g4,1,trauma,shock,shock08,0,785.1
13,240125_SEFL10N5b_trauma_g4,1,trauma,shock,shock09,0,1808.63
13,240125_SEFL10N5b_trauma_g4,1,trauma,shock,shock10,0,900.37
13,240125_SEFL10N5b_trauma_g4,1,trauma,postshock,postshock01,0,148.3
13,240125_SEFL10N5b_trauma_g4,1,trauma,postshock,postshock02,0,72.06
13,240125_SEFL10N5b_trauma_g4,1,trauma,postshock,postshock03,0,94.28
13,240125_SEFL10N5b_trauma_g4,1,trauma,postshock,postshock04,21.67,112.22
13,240125_SEFL10N5b_trauma_g4,1,trauma,postshock,postshock05,59.33,32.7
13,240125_SEFL10N5b_trauma_g4,1,trauma,postshock,postshock06,26.17,64.69
13,240125_SEFL10N5b_trauma_g4,1,trauma,postshock,postshock07,61,12.15
13,240125_SEFL10N5b_trauma_g4,1,trauma,postshock,postshock08,25.17,83.92
13,240125_SEFL10N5b_trauma_g4,1,trauma,postshock,postshock09,27.83,36.98
13,240125_SEFL10N5b_trauma_g4,1,trauma,postshock,postshock10,21.5,73.67
14,240125_SEFL10N5b_trauma_g4,2,trauma,baseline,baseline,1.16,228.23
14,240125_SEFL10N5b_trauma_g4,2,trauma,shock,shock01,0,1230.47
14,240125_SEFL10N5b_trauma_g4,2,trauma,shock,shock02,0,736.8
14,240125_SEFL10N5b_trauma_g4,2,trauma,shock,shock03,0,956.53
14,240125_SEFL10N5b_trauma_g4,2,trauma,shock,shock04,0,623.33
14,240125_SEFL10N5b_trauma_g4,2,trauma,shock,shock05,0,1235.77
14,240125_SEFL10N5b_trauma_g4,2,trauma,shock,shock06,0,774.03
14,240125_SEFL10N5b_trauma_g4,2,trauma,shock,shock07,0,1269.2
14,240125_SEFL10N5b_trauma_g4,2,trauma,shock,shock08,0,912.03
14,240125_SEFL10N5b_trauma_g4,2,trauma,shock,shock09,0,810.57
14,240125_SEFL10N5b_trauma_g4,2,trauma,shock,shock10,0,705.13
14,240125_SEFL10N5b_trauma_g4,2,trauma,postshock,postshock01,0,147.64
14,240125_SEFL10N5b_trauma_g4,2,trauma,postshock,postshock02,0,72.77
14,240125_SEFL10N5b_trauma_g4,2,trauma,postshock,postshock03,24.17,87.73
14,240125_SEFL10N5b_trauma_g4,2,trauma,postshock,postshock04,39.33,27.71
14,240125_SEFL10N5b_trauma_g4,2,trauma,postshock,postshock05,57.33,11.59
14,240125_SEFL10N5b_trauma_g4,2,trauma,postshock,postshock06,22.33,37.99
14,240125_SEFL10N5b_trauma_g4,2,trauma,postshock,postshock07,47.33,21.91
14,240125_SEFL10N5b_trauma_g4,2,trauma,postshock,postshock08,41.5,34.2
14,240125_SEFL10N5b_trauma_g4,2,trauma,postshock,postshock09,44.83,78.32
14,240125_SEFL10N5b_trauma_g4,2,trauma,postshock,postshock10,35.5,20.24
15,240125_SEFL10N5b_trauma_g4,3,trauma,baseline,baseline,2.47,158.89
15,240125_SEFL10N5b_trauma_g4,3,trauma,shock,shock01,0,421.17
15,240125_SEFL10N5b_trauma_g4,3,trauma,shock,shock02,0,802
15,240125_SEFL10N5b_trauma_g4,3,trauma,shock,shock03,0,662.2
15,240125_SEFL10N5b_trauma_g4,3,trauma,shock,shock04,0,871.4
15,240125_SEFL10N5b_trauma_g4,3,trauma,shock,shock05,0,789.87
15,240125_SEFL10N5b_trauma_g4,3,trauma,shock,shock06,0,608.83
15,240125_SEFL10N5b_trauma_g4,3,trauma,shock,shock07,0,895.87
15,240125_SEFL10N5b_trauma_g4,3,trauma,shock,shock08,0,275.07
15,240125_SEFL10N5b_trauma_g4,3,trauma,shock,shock09,0,621.7
15,240125_SEFL10N5b_trauma_g4,3,trauma,shock,shock10,0,737.77
15,240125_SEFL10N5b_trauma_g4,3,trauma,postshock,postshock01,0,136.61
15,240125_SEFL10N5b_trauma_g4,3,trauma,postshock,postshock02,0,179.53
15,240125_SEFL10N5b_trauma_g4,3,trauma,postshock,postshock03,0,109.87
15,240125_SEFL10N5b_trauma_g4,3,trauma,postshock,postshock04,0,58.47
15,240125_SEFL10N5b_trauma_g4,3,trauma,postshock,postshock05,21.17,101.23
15,240125_SEFL10N5b_trauma_g4,3,trauma,postshock,postshock06,68.33,12
15,240125_SEFL10N5b_trauma_g4,3,trauma,postshock,postshock07,59,21.75
15,240125_SEFL10N5b_trauma_g4,3,trauma,postshock,postshock08,40.67,38.7
15,240125_SEFL10N5b_trauma_g4,3,trauma,postshock,postshock09,32.67,60.13
15,240125_SEFL10N5b_trauma_g4,3,trauma,postshock,postshock10,73.67,20.24
16,240125_SEFL10N5b_trauma_g4,4,trauma,baseline,baseline,0.41,192.26
16,240125_SEFL10N5b_trauma_g4,4,trauma,shock,shock01,0,1425
16,240125_SEFL10N5b_trauma_g4,4,trauma,shock,shock02,0,1116.5
16,240125_SEFL10N5b_trauma_g4,4,trauma,shock,shock03,0,1321.37
16,240125_SEFL10N5b_trauma_g4,4,trauma,shock,shock04,0,824.03
16,240125_SEFL10N5b_trauma_g4,4,trauma,shock,shock05,0,917.83
16,240125_SEFL10N5b_trauma_g4,4,trauma,shock,shock06,0,1375.17
16,240125_SEFL10N5b_trauma_g4,4,trauma,shock,shock07,0,1443.37
16,240125_SEFL10N5b_trauma_g4,4,trauma,shock,shock08,0,1294.23
16,240125_SEFL10N5b_trauma_g4,4,trauma,shock,shock09,0,1405.43
16,240125_SEFL10N5b_trauma_g4,4,trauma,shock,shock10,0,847.37
16,240125_SEFL10N5b_trauma_g4,4,trauma,postshock,postshock01,0,131.72
16,240125_SEFL10N5b_trauma_g4,4,trauma,postshock,postshock02,0,122.12
16,240125_SEFL10N5b_trauma_g4,4,trauma,postshock,postshock03,8.67,119.62
16,240125_SEFL10N5b_trauma_g4,4,trauma,postshock,postshock04,24.33,55.14
16,240125_SEFL10N5b_trauma_g4,4,trauma,postshock,postshock05,34,25.61
16,240125_SEFL10N5b_trauma_g4,4,trauma,postshock,postshock06,78,6.79
16,240125_SEFL10N5b_trauma_g4,4,trauma,postshock,postshock07,59.83,7.8
